kind,item,shapley_auroc,solo_auroc,leave_one_out_auroc,shapley_share
feat,structured_source_line_ratio,0.02222725378418417,0.7675557154890413,0.7794345853249844,0.4188789413570263
feat,bm25_mean3,0.013890755515637976,0.7385024756801496,0.767141652204996,0.2617752521987175
feat,entity_coverage,0.012501466933986774,0.7596982754246319,0.7880502792540145,0.23559371236604854
feat,entity_value_colocation,0.00304901096831743,0.7473606041539106,0.7921602747773804,0.05745948190430687
feat,conflicting_value_rate,0.002094168451118446,0.7484778908400399,0.793929075231133,0.039465202149801926
feat,year_count,-0.0006989859634404423,0.7368511615004956,0.7928833724052154,-0.01317258997590107
pool,granite_guardian_3_1_2b,0.08886094469383539,0.7402366949810955,0.6943706213274969,2.0173406342757705
pool,lettuce_v2,0.000509451110532317,0.6121616504684679,0.7429985639814756,0.011565670722889106
pool,factcc,-0.045321838419443636,0.5323734984388162,0.7548729910117757,-1.0289063049986595
