fit_group_fraction,val_head_loss,eval_auroc,auroc_sd
0.05,0.017172493968273368,0.7608496132842145,0.008090638632416087
0.1,0.01636134510463689,0.7751703263432439,0.0065827851326262675
0.2,0.015091499802613201,0.7840462091253423,0.004036125757673562
0.35,0.015045668495211443,0.788744208284141,0.004653194116334226
0.5,0.01476603404519875,0.790282690423273,0.00201961012264722
0.75,0.014587873068169643,0.7924099457955159,0.002725268522379057
1.0,0.01454556843098891,0.7933003646708998,0.0017336722302635004
