pool,k,n_dominating,val_auroc,sd,val_ms,min_share,beta_mode,share__alignscore,share__factcc,share__factcg,share__factkb,share__granite_guardian_3_1_2b,share__granite_guardian_3_2_3b_a800m,share__granite_guardian_3_2_8b_factuality,share__granite_guardian_4_1_3b_factuality_lora,share__hhem,share__lettuce_v2,share__minicheck_dbta,share__minicheck_ft5,share__qwen30_fast,share__qwen30_judge,share__wecheck,rank_by_auroc,eligible,rank_among_eligible
granite_guardian_3_2_8b_factuality+hhem+minicheck_dbta,3,8,0.6713807382291223,0.015957034505683705,1152.7540053018042,0.017234997968985078,0.0,,,,,,,0.941508017731364,,0.017234997968985078,,0.04125698429965091,,,,,445,False,
factkb+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,8,0.6713626393847256,0.015637156819831566,1123.6156006551623,0.015883078422012517,0.0,,,,0.015883078422012517,,,0.9237707329524835,,,,0.060346188625504005,,,,,446,False,
factcc+granite_guardian_3_2_8b_factuality+hhem,3,8,0.6695891207684527,0.01447802871496745,972.3387395486541,0.10564971751412429,0.0,,0.10564971751412429,,,,,0.7881846509650323,,0.10616563152084338,,,,,,,447,False,
factkb+granite_guardian_3_2_8b_factuality+hhem,3,8,0.6687889473328308,0.015579092332477238,758.058544252562,0.1223604149909641,0.0,,,,0.2645561471392668,,,0.6130834378697692,,0.1223604149909641,,,,,,,448,False,
factcc+factkb+granite_guardian_3_2_8b_factuality,3,8,0.6670969354559778,0.017275170685517222,1149.2656613846273,0.003026370224662929,0.0,,0.003026370224662929,,0.02931505322248682,,,0.9676585765528503,,,,,,,,,449,False,
factkb+granite_guardian_3_2_3b_a800m+hhem,3,0,0.6622028447515479,0.027232234488203454,103.61620892752767,0.19004535329998018,0.0,,,,0.5987915770083838,,0.211163069691636,,,0.19004535329998018,,,,,,,450,True,87.0
factcc+hhem+minicheck_dbta,3,0,0.661319589704051,0.014220232634324823,154.70982250040362,0.18517348436941114,0.0,,0.3125611193256699,,,,,,,0.18517348436941114,,0.502265396304919,,,,,451,True,88.0
factcc+factkb+hhem,3,0,0.653488798879636,0.021595506881395075,63.26209393112724,0.013063288816997328,0.0,,0.013063288816997328,,0.6900145189093799,,,,,0.29692219227362276,,,,,,,452,False,
factcc+granite_guardian_3_2_3b_a800m+hhem,3,0,0.6532054252058554,0.022408558787022942,146.16043717752342,0.21632498450073206,0.0,,0.3313903094449647,,,,0.45228470605430326,,,0.21632498450073206,,,,,,,453,True,89.0
factcc+factkb+granite_guardian_3_2_3b_a800m,3,0,0.6463071560537299,0.027971414659895638,124.64662037801952,0.018354145055639873,0.0,,0.018354145055639873,,0.6277778262072772,,0.3538680287370829,,,,,,,,,,454,False,
hhem+lettuce_v2+minicheck_dbta,3,0,0.6431649260043493,0.011696445351600996,145.7121187368876,0.10730145213541771,0.0,,,,,,,,,0.1447449965101799,0.7479535513544026,0.10730145213541771,,,,,455,True,90.0
