pool,k,n_dominating,val_auroc,sd,val_ms,min_share,beta_mode,share__alignscore,share__factcc,share__factcg,share__factkb,share__granite_guardian_3_1_2b,share__granite_guardian_3_2_3b_a800m,share__granite_guardian_3_2_8b_factuality,share__granite_guardian_4_1_3b_factuality_lora,share__hhem,share__lettuce_v2,share__minicheck_dbta,share__minicheck_ft5,share__qwen30_fast,share__qwen30_judge,share__wecheck,rank_by_auroc,eligible,rank_among_eligible
factkb+minicheck_ft5+wecheck,3,1,0.7201576347841561,0.013078958537267,315.7428000849354,0.022726448336262185,0.0,,,,0.022726448336262185,,,,,,,,0.19922467299831084,,,0.7780488786654269,330,False,
factkb+granite_guardian_3_2_3b_a800m+minicheck_ft5,3,1,0.7196931543627393,0.0246880924275915,278.88961109232474,0.11620242874790192,0.0,,,,0.16246930025426012,,0.11620242874790192,,,,,,0.7213282709978379,,,,331,False,
granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora+lettuce_v2,3,1,0.719565321997567,0.010496911085488626,325.8309081907305,0.14793948509170457,0.1,,,,,,,0.14793948509170457,0.1605189423275892,,0.6915415725807063,,,,,,332,False,
granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m+hhem,3,0,0.7194632465492219,0.017435100076169673,202.45281040410305,0.039917711228380275,0.0,,,,,0.8932675337190041,0.06681475505261564,,,0.039917711228380275,,,,,,,333,False,
factkb+granite_guardian_4_1_3b_factuality_lora+lettuce_v2,3,0,0.7194581899892574,0.013911916275188892,174.93017993736188,0.16449324009885838,0.0,,,,0.16449324009885838,,,,0.20812485091575467,,0.6273819089853869,,,,,,334,True,70.0
factcc+granite_guardian_4_1_3b_factuality_lora+qwen30_fast,3,1,0.7184092334000906,0.010251627285459523,293.4028821355986,0.04112200355741763,0.1,,0.09234590861494849,,,,,,0.04112200355741763,,,,,0.866532087827634,,,335,False,
factkb+minicheck_ft5+qwen30_fast,3,1,0.7175832407360865,0.007656298994577791,312.5061160696075,0.021017932054596893,0.0,,,,0.021017932054596893,,,,,,,,0.07607484971581657,0.9029072182295865,,,336,False,
granite_guardian_4_1_3b_factuality_lora+minicheck_ft5+qwen30_fast,3,1,0.7175354796912858,0.010944218058743417,319.5285516073416,0.01571556230414812,0.1,,,,,,,,0.01571556230414812,,,,0.026474550776490406,0.9578098869193615,,,337,False,
granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m+minicheck_dbta,3,0,0.7173819039666463,0.016631471885719073,211.64164695284802,0.061325470330290066,0.0,,,,,0.8603987101414887,0.061325470330290066,,,,,0.07827581952822116,,,,,338,True,71.0
granite_guardian_4_1_3b_factuality_lora+minicheck_dbta+qwen30_fast,3,1,0.7173734775235554,0.011226480244775657,318.35459988930705,0.01439470842913664,0.0,,,,,,,,0.03713282373745889,,,0.01439470842913664,,0.9484724678334044,,,339,False,
granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m+minicheck_ft5,3,0,0.7172625631202542,0.019893376458343038,225.87227376358186,0.06774995992443514,0.0,,,,,0.8238212916777503,0.06774995992443514,,,,,,0.10842874839781458,,,,340,True,72.0
factkb+granite_guardian_3_2_8b_factuality+qwen30_fast,3,1,0.71706490865255,0.010582111094275901,328.6097746052625,0.07360731343473143,0.1,,,,0.11826687068114314,,,0.07360731343473143,,,,,,0.8081258158841255,,,341,False,
factkb+granite_guardian_3_1_2b+qwen30_fast,3,1,0.716703582362506,0.007766530303921245,288.8643940772925,0.012499741064958343,0.0,,,,0.012499741064958343,0.16975657136409233,,,,,,,,0.8177436875709493,,,342,False,
hhem+minicheck_ft5+qwen30_fast,3,1,0.7167001375790277,0.00824334939421818,308.3618984970111,0.03889522025290419,0.1,,,,,,,,,0.09061807801578098,,,0.03889522025290419,0.8704867017313148,,,343,False,
granite_guardian_3_2_8b_factuality+minicheck_ft5+qwen30_fast,3,1,0.7166023310419958,0.01027855905483187,356.96941823021797,0.017787751929884417,0.6,,,,,,,0.048204158790170135,,,,,0.017787751929884417,0.9340080892799456,,,344,False,
granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora,3,0,0.715783376999909,0.014563234761757408,236.3374285511064,0.04825290783822221,0.0,,,,,0.8664210497052365,0.04825290783822221,,0.08532604245654132,,,,,,,,345,False,
granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,1,0.7156776921325984,0.007383459563881477,398.65988560905964,0.02193991502195921,0.4,,,,,,,0.02193991502195921,0.5307749352783155,,,0.4472851496997253,,,,,346,False,
granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,0,0.7153564820785354,0.01087741137904007,267.28254343437186,0.09808659085710916,0.0,,,,,0.7265435885869806,,,0.17536982055591013,,,0.09808659085710916,,,,,347,True,73.0
factcc+granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m,3,0,0.7153465050441776,0.017074344588580825,202.2188345092828,0.013613131395710026,0.0,,0.013613131395710026,,,0.9158071526999635,0.07057971590432645,,,,,,,,,,348,False,
granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora+qwen30_fast,3,1,0.7153316470196762,0.009310968264958858,332.6139381674034,0.007939508506616257,0.6,,,,,,,0.019848771266540645,0.007939508506616257,,,,,0.972211720226843,,,349,False,
factkb+granite_guardian_4_1_3b_factuality_lora+qwen30_fast,3,1,0.7149906954107462,0.011241522317442895,316.88226501062866,0.012115951617127406,0.0,,,,0.012115951617127406,,,,0.06551587112433019,,,,,0.9223681772585424,,,350,False,
granite_guardian_3_1_2b+hhem+minicheck_ft5,3,0,0.7148106388901443,0.02129642782925639,204.45418247681354,0.03757115749525617,0.1,,,,,0.8504691079075455,,,,0.1119597345971983,,,0.03757115749525617,,,,351,False,
factcc+granite_guardian_3_2_8b_factuality+qwen30_fast,3,1,0.7147475201786152,0.008577805985030664,292.9412565736155,0.007954293144074625,0.2,,0.08384791191875994,,,,,0.007954293144074625,,,,,,0.9081977949371653,,,352,False,
granite_guardian_3_1_2b+minicheck_dbta+minicheck_ft5,3,0,0.7146199908214392,0.013794906217745687,233.2776818763079,0.04887665264636409,0.0,,,,,0.8290641730596725,,,,,,0.04887665264636409,0.12205917429396332,,,,353,False,
granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora+hhem,3,0,0.7140410099498855,0.01453701376281306,255.33727612554767,0.07849127092572057,0.0,,,,,0.7489717624027279,,,0.1725369666715515,0.07849127092572057,,,,,,,354,True,74.0
hhem+minicheck_dbta+qwen30_fast,3,1,0.7139574814814694,0.009597028765503494,289.2237047339724,0.009262759924385633,0.1,,,,,,,,,0.1379938181249939,,0.009262759924385633,,0.8527434219506205,,,355,False,
factkb+minicheck_dbta+minicheck_ft5,3,1,0.7136717728387091,0.0147913871344766,305.36308169369016,0.16859110467448207,0.0,,,,0.2120756503805544,,,,,,,0.16859110467448207,0.6193332449449634,,,,356,False,
granite_guardian_4_1_3b_factuality_lora+hhem+qwen30_fast,3,1,0.7134565395778959,0.009618848076218833,282.1887578738541,0.011929777286536266,0.1,,,,,,,,0.011929777286536266,0.16634337848437034,,,,0.8217268442290934,,,357,False,
granite_guardian_3_2_8b_factuality+minicheck_dbta+qwen30_fast,3,2,0.7134434054084772,0.00696974927821266,315.30384245526386,0.0,0.4,,,,,,,0.0,,,,0.004176024229374254,,0.9958239757706258,,,358,False,
factcc+granite_guardian_3_1_2b+hhem,3,0,0.7134244217905314,0.015973481180647942,200.61562047508068,0.014933184875318958,0.0,,0.014933184875318958,,,0.9491156751114499,,,,0.03595114001323121,,,,,,,359,False,
granite_guardian_3_1_2b+hhem+minicheck_dbta,3,0,0.7133753778297279,0.012767824282920953,205.49039973728094,0.043965520373095146,0.0,,,,,0.8671888210307817,,,,0.043965520373095146,,0.08884565859612314,,,,,360,False,
factkb+granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m,3,0,0.7131916124983243,0.018997165116914645,195.9702218775187,0.05278795282394975,0.0,,,,0.05278795282394975,0.8876072364179317,0.05960481075811859,,,,,,,,,,361,True,75.0
granite_guardian_4_1_3b_factuality_lora+minicheck_dbta+minicheck_ft5,3,2,0.7129740713924411,0.010428279211719672,399.6946068696338,0.09347232551527458,0.4,,,,,,,,0.4862499727379868,,,0.4202777017467386,0.09347232551527458,,,,362,False,
granite_guardian_3_2_8b_factuality+hhem+qwen30_fast,3,1,0.7128875883568083,0.006823656974548636,293.3138315486365,0.018839538731475824,0.2,,,,,,,0.018839538731475824,,0.18378383351503835,,,,0.7973766277534858,,,363,False,
granite_guardian_3_1_2b+granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality,3,0,0.7128388209559731,0.01677739241619426,207.76806808031705,0.0,0.2,,,,,0.9394708714987555,0.06052912850124455,0.0,,,,,,,,,364,False,
factcc+minicheck_dbta+qwen30_fast,3,0,0.7128088113236429,0.011032318965108638,274.7538063574806,0.011746770785880057,0.1,,0.13162502933238068,,,,,,,,,0.011746770785880057,,0.8566281998817391,,,365,False,
granite_guardian_3_2_3b_a800m+lettuce_v2+minicheck_ft5,3,0,0.7126555390483083,0.030701892782985192,188.9829700605683,0.10820113349296519,0.0,,,,,,0.10820113349296519,,,,0.6496984575991616,,0.24210040890787324,,,,366,True,76.0
factkb+minicheck_dbta+qwen30_fast,3,1,0.7125665527394792,0.010399437147049082,296.904347912342,0.024622523806171488,0.0,,,,0.024622523806171488,,,,,,,0.033110573875572286,,0.9422669023182563,,,367,False,
factcc+factkb+qwen30_fast,3,1,0.7122327342284477,0.007760467061954394,299.6449889472656,0.0017034795546515054,0.0,,0.0017034795546515054,,0.02822030342531871,,,,,,,,,0.9700762170200298,,,368,False,
factkb+granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora,3,0,0.7119739643756926,0.011163604897670862,264.98752369598617,0.04426870267435269,0.0,,,,0.04426870267435269,0.7349613370915249,,,0.2207699602341225,,,,,,,,369,False,
factcc+hhem+qwen30_fast,3,0,0.7118781142900974,0.007559038048425123,243.91423769850184,0.09950260157336213,0.0,,0.1798473671465071,,,,,,,0.09950260157336213,,,,0.7206500312801307,,,370,True,77.0
factkb+lettuce_v2+minicheck_ft5,3,0,0.7117799657079387,0.02431303664570487,161.94854022275263,0.19063515880740828,0.0,,,,0.19063515880740828,,,,,,0.6162205665586239,,0.19314427463396783,,,,371,True,78.0
granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,3,0.7114850443998219,0.01690933175014089,451.35061233015256,0.011954459203036052,0.6,,,,,,,0.011954459203036052,0.6843933710922399,,,,0.3036521697047242,,,,372,False,
factcc+granite_guardian_3_1_2b+minicheck_dbta,3,0,0.7113531533372827,0.01379864857359368,199.15538057182957,0.04251122240678572,0.0,,0.04251122240678572,,,0.8459653740790717,,,,,,0.11152340351414267,,,,,373,False,
granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,0,0.7110822654758125,0.013591112598589037,261.22083909994967,0.10800964047575819,0.0,,,,,0.7500126379944392,,,0.10800964047575819,,,,0.14197772152980254,,,,374,True,79.0
factcc+granite_guardian_3_1_2b+minicheck_ft5,3,0,0.7108165862128498,0.016847314273723654,210.52643735920742,0.10564529247570364,0.1,,0.10564529247570364,,,0.7802997398109489,,,,,,,0.11405496771334742,,,,375,True,80.0
factcc+granite_guardian_3_1_2b+granite_guardian_4_1_3b_factuality_lora,3,0,0.7103254948440136,0.013865416779096928,246.50152104913008,0.04618722473692083,0.0,,0.04618722473692083,,,0.814496522072667,,,0.13931625319041216,,,,,,,,376,False,
granite_guardian_3_2_3b_a800m+minicheck_dbta+minicheck_ft5,3,2,0.7100344250985193,0.021925484022763845,347.0785072377574,0.13550141950665445,0.0,,,,,,0.13550141950665445,,,,,0.16367107041837667,0.7008275100749689,,,,377,False,
factkb+granite_guardian_3_1_2b+minicheck_ft5,3,0,0.7097282655567136,0.01590634868825688,240.24946248723336,0.04713330666625557,0.0,,,,0.04713330666625557,0.6232320351240276,,,,,,,0.3296346582097169,,,,378,False,
granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality+hhem,3,0,0.7097088586852713,0.018769371778739535,192.18690863233869,0.0,0.2,,,,,0.8372767211942918,,0.0,,0.16272327880570825,,,,,,,379,False,
granite_guardian_4_1_3b_factuality_lora+lettuce_v2+minicheck_ft5,3,0,0.7094672940082123,0.027268003980214336,251.52224064183656,0.1558332287513641,0.0,,,,,,,,0.1558332287513641,,0.5840495170321374,,0.26011725421649856,,,,380,True,81.0
granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,2,0.7092220249226602,0.006326400580037613,393.1850443957127,0.12092017206162309,0.0,,,,,,0.12092017206162309,,0.6058678956182977,,,0.27321193232007923,,,,,381,False,
factkb+hhem+minicheck_ft5,3,1,0.7092132483985267,0.021484908980366542,293.64849059486795,0.05979497114730174,0.0,,,,0.22400361574498695,,,,,0.05979497114730174,,,0.7162014131077112,,,,382,False,
factcc+factkb+minicheck_ft5,3,1,0.7087753278481719,0.022450126836238565,303.7682023267441,0.012117412287302383,0.0,,0.012117412287302383,,0.224006788128913,,,,,,,,0.7638757995837846,,,,383,False,
granite_guardian_3_2_3b_a800m+hhem+minicheck_ft5,3,2,0.7084870018644398,0.024036274880130264,336.4326940189591,0.056372210007332856,0.0,,,,,,0.12298374859528405,,,0.056372210007332856,,,0.8206440413973832,,,,384,False,
factcc+granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality,3,0,0.7084754400142199,0.017901820808734075,191.4102285153245,0.0003795066413662239,0.2,,0.1008329377221792,,,0.8987875556364546,,0.0003795066413662239,,,,,,,,,385,False,
granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality+minicheck_ft5,3,0,0.7082883932822411,0.017374059613206122,211.46960868874854,0.0,0.2,,,,,0.9924144575353573,,0.0,,,,,0.007585542464642684,,,,386,False,
factkb+hhem+qwen30_fast,3,1,0.7080540460209164,0.007275944984434654,296.81284028203913,0.024433482485175094,0.0,,,,0.024433482485175094,,,,,0.025349960048433144,,,,0.9502165574663917,,,387,False,
factkb+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,2,0.7079827387320193,0.01779989754574465,356.8948563427374,0.137244992923045,0.0,,,,0.137244992923045,,,,0.36921447212551267,,,,0.4935405349514423,,,,388,False,
granite_guardian_3_2_8b_factuality+minicheck_dbta+minicheck_ft5,3,3,0.7078237284068132,0.015879187489204666,507.0076852111459,0.03214855031763596,0.4,,,,,,,0.03214855031763596,,,,0.3751088409558906,0.5927426087264733,,,,389,False,
factcc+lettuce_v2+minicheck_dbta,3,0,0.707479595135258,0.01149959105543045,68.68571164667853,0.0,0.6,,0.3166089805433339,,,,,,,,0.6833910194566661,0.0,,,,,390,False,
granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora,3,0,0.7068933050022179,0.016465567039463093,211.24946944083268,0.0,0.4,,,,,1.0,,0.0,0.0,,,,,,,,391,False,
factkb+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,3,0.706870276688375,0.007894595784368075,336.7060928814408,0.17222450359711036,0.0,,,,0.17222450359711036,,,,0.5197390708925174,,,0.30803642551037214,,,,,392,False,
factcc+granite_guardian_3_2_3b_a800m+minicheck_ft5,3,3,0.7066714479539993,0.025589283435630446,319.81044566684534,0.014939247024742868,0.0,,0.014939247024742868,,,,0.14756871442825514,,,,,,0.8374920385470019,,,,393,False,
factkb+granite_guardian_3_1_2b+hhem,3,0,0.7066546140812143,0.01855349728211443,188.3474352072214,0.03557341811899638,0.0,,,,0.07643659240010689,0.8879899894808967,,,,0.03557341811899638,,,,,,,394,False,
granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,1,0.7058976238445578,0.016398458893660494,210.46338239299888,0.0,0.1,,,,,0.9839328113714799,,0.0,,,,0.01606718862851999,,,,,395,False,
factkb+granite_guardian_3_1_2b+minicheck_dbta,3,0,0.7052037168065165,0.014172602904240245,186.4932308489007,0.08496479739787888,0.0,,,,0.08496479739787888,0.7754247549474503,,,,,,0.13961044765467084,,,,,396,True,82.0
factcc+factkb+granite_guardian_3_1_2b,3,0,0.7049957395373292,0.017694170786511122,191.74941589942864,0.003780011740969407,0.0,,0.003780011740969407,,0.0758716070612083,0.9203483811978221,,,,,,,,,,,397,False,
factcc+hhem+lettuce_v2,3,0,0.7043287439042801,0.015220199962457995,69.35588978398337,0.0013196914193357755,0.1,,0.26718949412633625,,,,,,,0.0013196914193357755,0.7314908144543282,,,,,,398,False,
granite_guardian_4_1_3b_factuality_lora+hhem+minicheck_dbta,3,3,0.7040558778455646,0.009887728427260382,408.50872066283785,0.04240538800905592,0.0,,,,,,,,0.7105085090967054,0.04240538800905592,,0.24708610289423874,,,,,399,False,
granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality+minicheck_ft5,3,4,0.7027802418660356,0.03204519145555047,485.0112316980473,0.21658560331831858,0.1,,,,,,0.27126737669564394,0.21658560331831858,,,,,0.5121470199860376,,,,400,False,
granite_guardian_3_2_3b_a800m+lettuce_v2+minicheck_dbta,3,0,0.7025893076929906,0.02747320850480507,162.98535541265366,0.021952939288852828,0.0,,,,,,0.2929866434957729,,,,0.6850604172153744,0.021952939288852828,,,,,401,False,
factkb+granite_guardian_3_2_3b_a800m+lettuce_v2,3,0,0.7021301968661563,0.01677840350760216,82.67666447957842,0.06537093774881833,0.0,,,,0.2989063336918394,,0.06537093774881833,,,,0.6357227285593423,,,,,,402,True,83.0
granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora+hhem,3,4,0.7020234886732123,0.01081753643606526,440.3499921441189,0.06945062552611089,0.0,,,,,,0.11294396972923178,,0.8176054047446574,0.06945062552611089,,,,,,,403,False,
lettuce_v2+minicheck_dbta+minicheck_ft5,3,3,0.7018327746514522,0.030441743976295618,332.28232980057305,0.023057861281774606,0.0,,,,,,,,,,0.6043076329376803,0.023057861281774606,0.3726345057805452,,,,404,False,
granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,3,0.7016235539463513,0.02050530825727013,374.0585897325824,0.09116889722652692,0.0,,,,,,0.09116889722652692,,0.3629283184747133,,,,0.5459027842987598,,,,405,False,
hhem+minicheck_dbta+minicheck_ft5,3,4,0.7007566830784088,0.01729963650920808,480.07273227487246,0.03389292968771267,0.0,,,,,,,,,0.03389292968771267,,0.15855021229852664,0.8075568580137606,,,,406,False,
granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora,3,6,0.7006869413937484,0.01488837732147219,791.6222776146955,0.13178707422419086,0.0,,,,,,0.13178707422419086,0.5009868307708363,0.36722609500497283,,,,,,,,407,False,
hhem+lettuce_v2+minicheck_ft5,3,2,0.7005478782301395,0.029312857530786027,283.0411196607902,0.026098932456282566,0.0,,,,,,,,,0.026098932456282566,0.6048564905482186,,0.3690445769954988,,,,408,False,
granite_guardian_3_2_3b_a800m+hhem+lettuce_v2,3,0,0.6997525852647662,0.023108742048123715,133.53289984013858,0.048445015776508414,0.0,,,,,,0.3160448620706421,,,0.048445015776508414,0.6355101221528494,,,,,,409,False,
factkb+granite_guardian_4_1_3b_factuality_lora+hhem,3,3,0.6990871199748903,0.014832072329199024,380.6019500775002,0.08875254959196158,0.0,,,,0.18283276395472095,,,,0.7284146864533175,0.08875254959196158,,,,,,,410,False,
factcc+granite_guardian_4_1_3b_factuality_lora+minicheck_dbta,3,3,0.698749081000412,0.009151639382624715,407.65270598934603,0.0013268574287223233,0.0,,0.0013268574287223233,,,,,,0.7038850358942956,,,0.2947881066769821,,,,,411,False,
factkb+granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora,3,3,0.6987137010954121,0.015731959194509103,386.66243005867216,0.12563752305273418,0.0,,,,0.17736780526335108,,0.12563752305273418,,0.6969946716839146,,,,,,,,412,False,
factcc+minicheck_dbta+minicheck_ft5,3,4,0.698518904857475,0.017099660771101824,439.5570478842998,0.01967490103910634,0.0,,0.01967490103910634,,,,,,,,,0.1746650122042124,0.8056600867566812,,,,413,False,
granite_guardian_4_1_3b_factuality_lora+hhem+minicheck_ft5,3,4,0.6974726702841132,0.020535741014110653,414.5891994159632,0.05090167011860054,0.0,,,,,,,,0.38589817325407466,0.05090167011860054,,,0.5632001566273248,,,,414,False,
factcc+granite_guardian_3_2_3b_a800m+granite_guardian_4_1_3b_factuality_lora,3,4,0.696766833881105,0.015855805626292522,444.49997568837836,0.020246299779357622,0.0,,0.020246299779357622,,,,0.15474862225663544,,0.825005077964007,,,,,,,,415,False,
factcc+granite_guardian_3_2_8b_factuality+minicheck_ft5,3,3,0.6960531399013928,0.007405947239210094,331.90947019301905,0.08515800952361438,0.1,,0.36554796981125504,,,,,0.08515800952361438,,,,,0.5492940206651304,,,,416,False,
factkb+granite_guardian_3_2_3b_a800m+minicheck_dbta,3,0,0.6952672600106495,0.01824617546968883,128.36978627238946,0.13514096556332128,0.0,,,,0.49263855027868403,,0.13514096556332128,,,,,0.3722204841579947,,,,,417,True,84.0
factcc+hhem+minicheck_ft5,3,4,0.6951954195825235,0.018021210491993955,428.46604178741444,0.016469521026612238,0.0,,0.016469521026612238,,,,,,,0.07247186962375175,,,0.911058609349636,,,,418,False,
factcc+granite_guardian_4_1_3b_factuality_lora+hhem,3,4,0.6948013689008496,0.009559897735302265,456.03947241695795,0.005104007583458674,0.0,,0.005104007583458674,,,,,,0.8985887396923754,0.09630725272416593,,,,,,,419,False,
granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality+lettuce_v2,3,1,0.6946802029239938,0.014890779260938848,264.87096918049394,0.10242931733318983,0.1,,,,,,0.10242931733318983,0.14927319829205846,,,0.7482974843747517,,,,,,420,False,
factcc+granite_guardian_4_1_3b_factuality_lora+minicheck_ft5,3,4,0.6925365299876316,0.02203838846926355,414.89367015195705,0.013252335696277293,0.0,,0.013252335696277293,,,,,,0.3959223238538884,,,,0.5908253404498343,,,,421,False,
granite_guardian_3_2_8b_factuality+lettuce_v2+minicheck_ft5,3,2,0.6907775464365875,0.01691787729019065,294.94488851360563,0.0782025366569945,0.1,,,,,,,0.0782025366569945,,,0.8110215348032689,,0.11077592853973658,,,,422,False,
granite_guardian_3_2_8b_factuality+lettuce_v2+minicheck_dbta,3,2,0.6902093734528797,0.00929639065148805,296.800602755244,0.01569112409809153,0.1,,,,,,,0.1286868041883631,,,0.8556220717135454,0.01569112409809153,,,,,423,False,
factkb+granite_guardian_3_2_8b_factuality+lettuce_v2,3,0,0.689138485508512,0.016367378798826545,138.52577225196134,0.06966635816916299,0.1,,,,0.30652393303170683,,,0.06966635816916299,,,0.6238097087991303,,,,,,424,True,85.0
granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora+hhem,3,7,0.6890708623642402,0.013981850290811412,879.9997596034484,0.12496585339444459,0.0,,,,,,,0.6367287012355807,0.23830544536997475,0.12496585339444459,,,,,,,425,False,
factcc+granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora,3,7,0.688516100301674,0.013418852279013285,919.1846512065243,0.083053695456374,0.0,,0.083053695456374,,,,,0.6787483553954274,0.23819794914819853,,,,,,,,426,False,
factkb+granite_guardian_3_1_2b+granite_guardian_3_2_8b_factuality,3,2,0.6882681890741912,0.016497174621737096,300.8571560287479,0.12751137269195995,0.1,,,,0.1753299734919788,0.6971586538160613,,0.12751137269195995,,,,,,,,,427,False,
granite_guardian_3_2_8b_factuality+hhem+minicheck_ft5,3,6,0.6880245221970224,0.017191873625675553,685.8767062051108,0.24391250475292736,0.1,,,,,,,0.3878228467659026,,0.24391250475292736,,,0.3682646484811699,,,,428,False,
factkb+granite_guardian_3_2_8b_factuality+granite_guardian_4_1_3b_factuality_lora,3,7,0.6876138294844993,0.020347155791953744,1026.0563113791063,0.008502360471485112,0.0,,,,0.008502360471485112,,,0.8001517240903111,0.19134591543820392,,,,,,,,429,False,
factkb+hhem+minicheck_dbta,3,0,0.6853396237315789,0.01848105977276659,113.14621778248139,0.05981087323220894,0.0,,,,0.5647436606411939,,,,,0.05981087323220894,,0.3754454661265972,,,,,430,True,86.0
factkb+lettuce_v2+minicheck_dbta,3,0,0.6848722155899496,0.013063128849466615,68.32166192905541,0.01492592353905752,0.4,,,,0.4055856944864723,,,,,,0.5794883819744702,0.01492592353905752,,,,,431,False,
factcc+factkb+granite_guardian_4_1_3b_factuality_lora,3,3,0.6838500005732808,0.012967325705546096,376.15103937552874,0.049166983767065374,0.0,,0.049166983767065374,,0.22278017529729052,,,,0.728052840935644,,,,,,,,432,False,
factkb+hhem+lettuce_v2,3,0,0.6831337962935722,0.01312241260064238,68.15735221655476,0.019088253403449874,0.0,,,,0.3903016950324868,,,,,0.019088253403449874,0.5906100515640633,,,,,,433,False,
factcc+factkb+lettuce_v2,3,0,0.6824106327406396,0.014505744319316907,67.41189397984317,0.004361470347762088,0.0,,0.004361470347762088,,0.3843043217553996,,,,,,0.6113342078968382,,,,,,434,False,
granite_guardian_3_2_8b_factuality+hhem+lettuce_v2,3,4,0.6821040464122486,0.02026662440527402,446.6027598004097,0.07004053127528245,0.0,,,,,,,0.2940028976224553,,0.07004053127528245,0.6359565711022621,,,,,,435,False,
factcc+factkb+minicheck_dbta,3,0,0.6808199418617715,0.015893604405548312,118.89953797226053,0.010983535763315,0.0,,0.010983535763315,,0.5552738362118459,,,,,,,0.43374262802483915,,,,,436,False,
granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,7,0.6804332572110671,0.016866916936628482,927.8148916913073,0.0979570833263983,0.0,,,,,,0.1566264160335909,0.745416500640011,,,,0.0979570833263983,,,,,437,False,
granite_guardian_3_2_3b_a800m+hhem+minicheck_dbta,3,1,0.6798874406333123,0.025619428865898478,220.12758916433114,0.05145192470765134,0.0,,,,,,0.48541479724031167,,,0.05145192470765134,,0.4631332780520371,,,,,438,False,
factcc+granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality,3,7,0.6792222658632691,0.017527787652193795,930.8733427035353,0.11190112814899145,0.0,,0.11190112814899145,,,,0.11492347232187645,0.7731753995291321,,,,,,,,,439,False,
factcc+granite_guardian_3_2_3b_a800m+minicheck_dbta,3,1,0.6771599794984151,0.026428128300547735,216.1251402434239,0.031036828775480536,0.0,,0.031036828775480536,,,,0.4901589109468569,,,,,0.4788042602776626,,,,,440,False,
granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality+hhem,3,7,0.676630933368284,0.01979406295302951,1101.9114211517594,0.02650677496658157,0.0,,,,,,0.045419878107648345,0.92807334692577,,0.02650677496658157,,,,,,,441,False,
factkb+granite_guardian_3_2_3b_a800m+granite_guardian_3_2_8b_factuality,3,7,0.6757518901968567,0.01723799692171064,1063.4452023785902,0.02515373388050321,0.0,,,,0.02515373388050321,,0.054691602221926726,0.9201546638975702,,,,,,,,,442,False,
factkb+granite_guardian_3_2_8b_factuality+minicheck_ft5,3,7,0.6756083582681844,0.015429352776670421,869.2316303006206,0.14368133159495572,0.0,,,,0.14368133159495572,,,0.6527839480138563,,,,,0.20353472039118808,,,,443,False,
factcc+granite_guardian_3_2_8b_factuality+minicheck_dbta,3,8,0.6733878473709569,0.015875658462086634,786.5018568435519,0.14201421773727793,0.0,,0.23396594505498416,,,,,0.6240198372077378,,,,0.14201421773727793,,,,,444,False,
