protocol,seed,rotation,system,n,verifier,features,heads,routing,platt,isotonic
A,43,4,fixed::granite_guardian_3_1_2b,847,171.2217084768502,0.0,0.0,0.0,7.897992717341873e-05,3.753481842379538e-05
A,43,4,fixed::granite_guardian_3_2_3b_a800m,847,241.9679135909093,0.0,0.0,0.0,7.983000298638727e-05,3.5097999712661205e-05
A,43,4,fixed::granite_guardian_3_2_8b_factuality,847,990.9009175540587,0.0,0.0,0.0,8.141676306509036e-05,2.97709507262939e-05
A,43,4,fixed::granite_guardian_4_1_3b_factuality_lora,847,440.21970795052687,0.0,0.0,0.0,8.032114301074775e-05,3.634473977449934e-05
A,43,4,fixed::qwen30_fast,847,262.73133798192174,0.0,0.0,0.0,8.931405481650387e-05,3.30956252522705e-05
A,43,4,fixed::qwen30_judge,847,625.5111805384403,0.0,0.0,0.0,7.98878498560141e-05,2.7617473438945122e-05
A,43,5,OURS,840,85.9265902861634,44.007888866239924,0.494047836902956,0.0005546345381021855,0.00017603928253742023,0.00011781071190766635
A,43,5,OURS_legacy_hp,840,86.8849396174829,44.007888866239924,0.548981803547663,0.0001704404678007233,0.00018108690883742557,3.491428894146035e-05
A,43,5,fixed::factcc,840,58.29191449159961,0.0,0.0,0.0,8.082022846099876e-05,3.3219060112190035e-05
A,43,5,fixed::factkb,840,52.17439468546044,0.0,0.0,0.0,8.16964269948325e-05,2.899048143132989e-05
A,43,5,fixed::hhem,840,197.80001944454852,0.0,0.0,0.0,7.961905447744011e-05,3.3371422129372753e-05
A,43,5,fixed::wecheck,840,411.09578609431907,0.0,0.0,0.0,7.925832289315405e-05,3.523928171489388e-05
A,43,5,fixed::factcg,840,463.4980727220647,0.0,0.0,0.0,7.942858030132594e-05,3.457141810074626e-05
A,43,5,fixed::minicheck_dbta,840,537.1312628491848,0.0,0.0,0.0,8.577262633480132e-05,3.5696437061276465e-05
A,43,5,fixed::minicheck_ft5,840,498.5080967682907,0.0,0.0,0.0,8.055238660225379e-05,3.502857344712884e-05
A,43,5,fixed::alignscore,840,799.5813660847142,0.0,0.0,0.0,8.024880593265629e-05,3.990595966267089e-05
A,43,5,fixed::lettuce_v2,840,82.95102561792841,0.0,0.0,0.0,7.984881882467085e-05,2.813333897696187e-05
A,43,5,fixed::granite_guardian_3_1_2b,840,183.3108355381271,0.0,0.0,0.0,7.828571792093239e-05,3.9657139235974424e-05
A,43,5,fixed::granite_guardian_3_2_3b_a800m,840,249.38757913623704,0.0,0.0,0.0,7.881904561405204e-05,3.53333321289115e-05
A,43,5,fixed::granite_guardian_3_2_8b_factuality,840,1018.1354326474234,0.0,0.0,0.0,7.899046371070047e-05,3.0000003226589234e-05
A,43,5,fixed::granite_guardian_4_1_3b_factuality_lora,840,454.9930538825893,0.0,0.0,0.0,7.93154738078426e-05,3.714404079974407e-05
A,43,5,fixed::qwen30_fast,840,282.61267277755127,0.0,0.0,0.0,8.137141689769036e-05,3.3942861981423835e-05
A,43,5,fixed::qwen30_judge,840,657.4893102319385,0.0,0.0,0.0,8.123928897215851e-05,2.7752373301024947e-05
A,43,6,OURS,821,63.71839477613412,23.051498354419422,0.4669112082913657,0.00018048355833431037,0.0001807965928956358,3.336541466392241e-05
A,43,6,OURS_legacy_hp,821,68.66086283715694,23.051498354419422,0.4976885615351432,0.00018572717526163022,0.00018453714409423367,3.476736142019878e-05
A,43,6,fixed::factcc,821,35.731305083693556,0.0,0.0,0.0,8.497077769777951e-05,3.570279610727831e-05
A,43,6,fixed::factkb,821,36.27587401781863,0.0,0.0,0.0,8.495128061282068e-05,3.554690805072108e-05
A,43,6,fixed::hhem,821,108.17839714479275,0.0,0.0,0.0,8.387819650593179e-05,3.525455812407469e-05
A,43,6,fixed::wecheck,821,254.88017961967353,0.0,0.0,0.0,8.463945132583815e-05,4.1453106823432896e-05
A,43,6,fixed::factcg,821,316.6990275260789,0.0,0.0,0.0,8.39378753105285e-05,3.96991490605361e-05
A,43,6,fixed::minicheck_dbta,821,349.9283316633741,0.0,0.0,0.0,8.259317908554036e-05,3.274177381458004e-05
A,43,6,fixed::minicheck_ft5,821,367.85680347652715,0.0,0.0,0.0,8.518513928459057e-05,4.5214360381332514e-05
A,43,6,fixed::alignscore,821,546.5273592130754,0.0,0.0,0.0,8.512668347895943e-05,4.60913569874036e-05
A,43,6,fixed::lettuce_v2,821,57.57579294650307,0.0,0.0,0.0,8.489280708256687e-05,2.734226883070296e-05
A,43,6,fixed::granite_guardian_3_1_2b,821,163.4701175531035,0.0,0.0,0.0,8.399634884078232e-05,4.11607746214092e-05
A,43,6,fixed::granite_guardian_3_2_3b_a800m,821,231.3127521106159,0.0,0.0,0.0,8.298173826414724e-05,3.8528632702721095e-05
A,43,6,fixed::granite_guardian_3_2_8b_factuality,821,982.411624052346,0.0,0.0,0.0,8.235932041377047e-05,3.094883960638826e-05
A,43,6,fixed::granite_guardian_4_1_3b_factuality_lora,821,431.0836058312981,0.0,0.0,0.0,8.460049260516587e-05,3.309135654789195e-05
A,43,6,fixed::qwen30_fast,821,252.88809010095812,0.0,0.0,0.0,8.311936995933392e-05,3.213642477585359e-05
A,43,6,fixed::qwen30_judge,821,625.8637050542701,0.0,0.0,0.0,8.206698821174678e-05,2.8590755803730615e-05
A,43,7,OURS,811,93.94643217257457,46.62627507355432,0.5142402712781954,0.0005878828591971432,0.00018071763346065868,8.92737390859335e-05
A,43,7,OURS_legacy_hp,811,91.51513909146766,46.62627507355432,0.4990146867973953,0.0001791578332253912,0.00018199999631829237,4.314797176518989e-05
A,43,7,fixed::factcc,811,52.81447639827227,0.0,0.0,0.0,8.603698762338126e-05,3.14081289246219e-05
A,43,7,fixed::factkb,811,53.7432737973761,0.0,0.0,0.0,8.633416249392653e-05,3.3085080151906656e-05
A,43,7,fixed::hhem,811,186.98659751013193,0.0,0.0,0.0,8.670775734838994e-05,3.45450086730421e-05
A,43,7,fixed::wecheck,811,458.5050052253939,0.0,0.0,0.0,8.542663256985706e-05,4.164858620140688e-05
A,43,7,fixed::factcg,811,646.4669103723788,0.0,0.0,0.0,8.69062806407286e-05,4.097656045412202e-05
A,43,7,fixed::minicheck_dbta,811,566.288103028001,0.0,0.0,0.0,8.528730381307745e-05,3.778052205649353e-05
A,43,7,fixed::minicheck_ft5,811,569.2244325380134,0.0,0.0,0.0,8.516891474195937e-05,3.926017012736506e-05
A,43,7,fixed::alignscore,811,831.4655744300196,0.0,0.0,0.0,8.404438005491595e-05,4.0720098648500504e-05
A,43,7,fixed::lettuce_v2,811,96.75417197713199,0.0,0.0,0.0,8.641183850012085e-05,2.7521583309073264e-05
A,43,7,fixed::granite_guardian_3_1_2b,811,198.28305811332436,0.0,0.0,0.0,9.158200299557938e-05,4.0364967321497e-05
A,43,7,fixed::granite_guardian_3_2_3b_a800m,811,259.0897379254431,0.0,0.0,0.0,8.414425176904799e-05,3.947843091261519e-05
A,43,7,fixed::granite_guardian_3_2_8b_factuality,811,1074.2408352436853,0.0,0.0,0.0,8.473612535193692e-05,3.1131929626088914e-05
A,43,7,fixed::granite_guardian_4_1_3b_factuality_lora,811,478.67501964834236,0.0,0.0,0.0,8.371022429992474e-05,3.3895178633694953e-05
A,43,7,fixed::qwen30_fast,811,303.6342105056597,0.0,0.0,0.0,8.704438926158278e-05,3.432798596689278e-05
A,43,7,fixed::qwen30_judge,811,688.514441224194,0.0,0.0,0.0,8.524784677042988e-05,2.9001231379944798e-05
A,43,8,OURS,821,92.39298125463662,38.16544329653971,0.5048952423906448,0.00017845798845331432,0.00018291959502755796,3.49232672013787e-05
A,43,8,OURS_legacy_hp,821,91.70749123426167,38.16544329653971,0.49967536906656174,0.0001755736960522404,0.00019574421032555355,3.5488434520467265e-05
A,43,8,fixed::factcc,821,47.05966948052294,0.0,0.0,0.0,8.72509263344699e-05,3.264434156365393e-05
A,43,8,fixed::factkb,821,46.89067389596828,0.0,0.0,0.0,8.771742067904405e-05,3.3929358984045364e-05
A,43,8,fixed::hhem,821,140.56390917117096,0.0,0.0,0.0,8.440561037869097e-05,3.556636968643453e-05
A,43,8,fixed::wecheck,821,339.12102770363464,0.0,0.0,0.0,8.510598111965769e-05,4.326431511761791e-05
A,43,8,fixed::factcg,821,446.90228324597183,0.0,0.0,0.0,8.528257153551667e-05,4.1453106823432896e-05
A,43,8,fixed::minicheck_dbta,821,543.3196904983974,0.0,0.0,0.0,8.565285662813033e-05,3.644336629250562e-05
A,43,8,fixed::minicheck_ft5,821,502.24724844923776,0.0,0.0,0.0,8.514616283929558e-05,3.7183918753110245e-05
A,43,8,fixed::alignscore,821,696.4879233948985,0.0,0.0,0.0,8.524359509022169e-05,4.024359629570022e-05
A,43,8,fixed::lettuce_v2,821,77.61306508890769,0.0,0.0,0.0,8.479537483164076e-05,2.8199768351815216e-05
A,43,8,fixed::granite_guardian_3_1_2b,821,188.97476586020903,0.0,0.0,0.0,8.50085311441089e-05,4.05749049430189e-05
A,43,8,fixed::granite_guardian_3_2_3b_a800m,821,250.50240046883243,0.0,0.0,0.0,8.557492146216306e-05,4.6870885893303204e-05
A,43,8,fixed::granite_guardian_3_2_8b_factuality,821,1050.8470732858943,0.0,0.0,0.0,8.331425218580883e-05,3.0674781490357796e-05
A,43,8,fixed::granite_guardian_4_1_3b_factuality_lora,821,462.6889765385542,0.0,0.0,0.0,8.430816040314216e-05,3.938731977355357e-05
A,43,8,fixed::qwen30_fast,821,288.2609714179081,0.0,0.0,0.0,8.502801050444505e-05,3.324726232907187e-05
A,43,8,fixed::qwen30_judge,821,658.5229990984941,0.0,0.0,0.0,8.47174219410508e-05,2.917417948418972e-05
A,43,9,OURS,809,71.42594374602744,27.60900830358154,0.4739490407929158,0.0006191013582345508,0.00018185537454657193,0.0001013807291038362
A,43,9,OURS_legacy_hp,809,73.95976415399447,27.60900830358154,0.48558422373576093,0.00018056984144701577,0.0001835760261002371,3.595672126477227e-05
A,43,9,fixed::factcc,809,38.849111709657976,0.0,0.0,0.0,9.31532669015809e-05,3.662792610623891e-05
A,43,9,fixed::factkb,809,39.35538561426435,0.0,0.0,0.0,9.5131032270171e-05,3.704325827264557e-05
A,43,9,fixed::hhem,809,113.32737523714157,0.0,0.0,0.0,8.749690687350643e-05,3.567985713721353e-05
A,43,9,fixed::wecheck,809,272.8212800818612,0.0,0.0,0.0,8.654759676461609e-05,4.3274427946007664e-05
A,43,9,fixed::factcg,809,334.1195480435383,0.0,0.0,0.0,8.718047017054299e-05,4.026700215292139e-05
A,43,9,fixed::minicheck_dbta,809,390.1008682540829,0.0,0.0,0.0,8.822743460301157e-05,4.230531356188069e-05
A,43,9,fixed::minicheck_ft5,809,393.8833631928239,0.0,0.0,0.0,8.668478768853049e-05,3.858590518712666e-05
A,43,9,fixed::alignscore,809,619.6304695822191,0.0,0.0,0.0,8.718047017054299e-05,4.358962350910615e-05
A,43,9,fixed::lettuce_v2,809,65.92011873395762,0.0,0.0,0.0,8.72793656339862e-05,2.9885047057825423e-05
A,43,9,fixed::granite_guardian_3_1_2b,809,175.2119728886984,0.0,0.0,0.0,8.698269723119083e-05,4.143511262873121e-05
A,43,9,fixed::granite_guardian_3_2_3b_a800m,809,236.39100973788052,0.0,0.0,0.0,8.70618064069317e-05,3.904079194140375e-05
A,43,9,fixed::granite_guardian_3_2_8b_factuality,809,1016.1924673070525,0.0,0.0,0.0,8.917798585176688e-05,3.5105065479460175e-05
A,43,9,fixed::granite_guardian_4_1_3b_factuality_lora,809,447.11521062196283,0.0,0.0,0.0,8.235353333541689e-05,4.2185408658404435e-05
A,43,9,fixed::qwen30_fast,809,271.1191455546101,0.0,0.0,0.0,8.898021291241473e-05,3.2139676553974267e-05
A,43,9,fixed::qwen30_judge,809,643.2269792833275,0.0,0.0,0.0,8.820890744270847e-05,2.942891916368336e-05
A,7,0,OURS,907,78.66610234011968,28.878274293377807,0.44920043218580546,0.00016210143672057984,0.00017277286796139548,3.2511561705454645e-05
A,7,0,OURS_legacy_hp,907,76.26907052152637,28.878274293377807,0.4198994101537289,0.00016116538116361335,0.00016689967005200428,3.4981263984228834e-05
A,7,0,fixed::factcc,907,45.828200034145674,0.0,0.0,0.0,8.010583859894019e-05,3.305952875364609e-05
A,7,0,fixed::factkb,907,44.09925334924773,0.0,0.0,0.0,8.017750718254008e-05,3.215877001421257e-05
A,7,0,fixed::hhem,907,166.03034835806412,0.0,0.0,0.0,7.890738329163198e-05,3.533407171947888e-05
A,7,0,fixed::wecheck,907,392.62838924064016,0.0,0.0,0.0,7.820176782113189e-05,3.713340721326206e-05
A,7,0,fixed::factcg,907,462.9487462074877,0.0,0.0,0.0,7.860750473867343e-05,3.6958094338178966e-05
A,7,0,fixed::minicheck_dbta,907,465.2887063428296,0.0,0.0,0.0,8.300000115255635e-05,3.609372340882035e-05
A,7,0,fixed::minicheck_ft5,907,455.0638477719538,0.0,0.0,0.0,7.945315231073159e-05,3.875633883942021e-05
A,7,0,fixed::alignscore,907,668.487939419852,0.0,0.0,0.0,7.656120383021521e-05,3.7715547998428604e-05
A,7,0,fixed::lettuce_v2,907,74.15425689652118,0.0,0.0,0.0,8.509812420675616e-05,2.7783905965088155e-05
A,7,0,fixed::granite_guardian_3_1_2b,907,166.54367585515791,0.0,0.0,0.0,7.539690621587415e-05,4.067914901853692e-05
A,7,0,fixed::granite_guardian_3_2_3b_a800m,907,237.23132316820949,0.0,0.0,0.0,8.014222640901508e-05,3.7856671092528626e-05
A,7,0,fixed::granite_guardian_3_2_8b_factuality,907,978.364574162336,0.0,0.0,0.0,8.097133260885666e-05,2.935501544550472e-05
A,7,0,fixed::granite_guardian_4_1_3b_factuality_lora,907,437.0844363448772,0.0,0.0,0.0,7.913671634154848e-05,4.387211517657768e-05
A,7,0,fixed::qwen30_fast,907,262.28111574814943,0.0,0.0,0.0,7.751378471539032e-05,3.124145385855449e-05
A,7,0,fixed::qwen30_judge,907,640.0814510240397,0.0,0.0,0.0,7.855457555638193e-05,2.7148852041638082e-05
A,7,1,OURS,891,82.54057377685012,31.13892930546748,0.4770166520924306,0.00016197643747634758,0.00017021997496234848,3.390348000048454e-05
A,7,1,OURS_legacy_hp,891,82.84129698911194,31.13892930546748,0.4757588159467494,0.00016553309867858854,0.00017007520708739424,3.492706269757481e-05
A,7,1,fixed::factcc,891,51.98946800610776,0.0,0.0,0.0,7.70381495291754e-05,3.205386787970727e-05
A,7,1,fixed::factkb,891,48.27823658082733,0.0,0.0,0.0,7.68226635925614e-05,3.3328850836180546e-05
A,7,1,fixed::hhem,891,168.2518362807158,0.0,0.0,0.0,7.705500427273957e-05,3.2089798534592126e-05
A,7,1,fixed::wecheck,891,380.8124834201186,0.0,0.0,0.0,7.504489644943798e-05,3.918293444387506e-05
A,7,1,fixed::factcg,891,462.1382738398187,0.0,0.0,0.0,7.517058841307155e-05,3.801683770381876e-05
A,7,1,fixed::minicheck_dbta,891,466.37134657228466,0.0,0.0,0.0,7.457801025344099e-05,3.435354411714908e-05
A,7,1,fixed::minicheck_ft5,891,475.24704953763916,0.0,0.0,0.0,7.66430919787164e-05,3.787205349674864e-05
A,7,1,fixed::alignscore,891,757.8247873663017,0.0,0.0,0.0,8.396969548417162e-05,3.8411895254277756e-05
A,7,1,fixed::lettuce_v2,891,78.1896902297521,0.0,0.0,0.0,7.524241705860955e-05,2.4942750310866053e-05
A,7,1,fixed::granite_guardian_3_1_2b,891,178.49078698952104,0.0,0.0,0.0,7.741527441642367e-05,3.844669899316849e-05
A,7,1,fixed::granite_guardian_3_2_3b_a800m,891,247.6793266463396,0.0,0.0,0.0,7.570819267072829e-05,3.645342958131523e-05
A,7,1,fixed::granite_guardian_3_2_8b_factuality,891,1011.6277681532322,0.0,0.0,0.0,7.531311878815343e-05,2.9521883626319007e-05
A,7,1,fixed::granite_guardian_4_1_3b_factuality_lora,891,453.27439351292435,0.0,0.0,0.0,7.470371854919041e-05,3.358025109556354e-05
A,7,1,fixed::qwen30_fast,891,272.5036413582002,0.0,0.0,0.0,7.739730908898125e-05,3.356230210023697e-05
A,7,1,fixed::qwen30_judge,891,636.854150459019,0.0,0.0,0.0,7.67508349470234e-05,2.7025813695699747e-05
A,7,2,OURS,889,72.21579916637205,29.001388172835767,0.479569379089681,0.00016624747979254603,0.00016747018441775786,3.394375817642806e-05
A,7,2,OURS_legacy_hp,889,70.0308611890245,29.001388172835767,0.47806784701735283,0.00016685939683077104,0.00016975702853565375,3.349381099330393e-05
A,7,2,fixed::factcc,889,40.07803866674697,0.0,0.0,0.0,8.235883132184785e-05,3.7615293143495194e-05
A,7,2,fixed::factkb,889,40.124229146838104,0.0,0.0,0.0,8.480651584360644e-05,3.560067951172188e-05
A,7,2,fixed::hhem,889,135.03094854245683,0.0,0.0,0.0,7.980314507154398e-05,3.313385979434804e-05
A,7,2,fixed::wecheck,889,324.40678070631157,0.0,0.0,0.0,8.255679629684433e-05,3.984813639711844e-05
A,7,2,fixed::factcg,889,352.34603530356605,0.0,0.0,0.0,8.138694671580842e-05,3.8714281935978126e-05
A,7,2,fixed::minicheck_dbta,889,433.2257384106376,0.0,0.0,0.0,8.079188960186375e-05,3.700337610527018e-05
A,7,2,fixed::minicheck_ft5,889,403.9802455937954,0.0,0.0,0.0,8.302474922434551e-05,3.7921259847036966e-05
A,7,2,fixed::alignscore,889,640.3142504590285,0.0,0.0,0.0,8.354668664726082e-05,3.839032585691782e-05
A,7,2,fixed::lettuce_v2,889,66.41366332157199,0.0,0.0,0.0,7.919122803331896e-05,2.611587539051227e-05
A,7,2,fixed::granite_guardian_3_1_2b,889,170.01711907088117,0.0,0.0,0.0,7.865015541478841e-05,3.696738098537459e-05
A,7,2,fixed::granite_guardian_3_2_3b_a800m,889,238.55027481076792,0.0,0.0,0.0,8.01271175194628e-05,3.9091109428072874e-05
A,7,2,fixed::granite_guardian_3_2_8b_factuality,889,991.7576659556373,0.0,0.0,0.0,8.048705234956017e-05,2.9805399733097937e-05
A,7,2,fixed::granite_guardian_4_1_3b_factuality_lora,889,439.8868712063625,0.0,0.0,0.0,8.160291743518196e-05,3.460967607892572e-05
A,7,2,fixed::qwen30_fast,889,263.0737160669503,0.0,0.0,0.0,8.226885170653815e-05,3.394375817642806e-05
A,7,2,fixed::qwen30_judge,889,651.8537553070289,0.0,0.0,0.0,8.19808743785149e-05,2.730258489582851e-05
A,7,3,OURS,872,73.64134418584808,33.287125334327605,0.4407441273033661,0.0001678910531496646,0.00018190940371565009,3.370757582127501e-05
A,7,3,OURS_legacy_hp,872,75.27091082531548,33.287125334327605,0.49283284061615584,0.0006092362403025885,0.0001718360239665511,9.245984883735452e-05
A,7,3,fixed::factcc,872,42.89171911763116,0.0,0.0,0.0,8.561582611062042e-05,3.5963306249409846e-05
A,7,3,fixed::factkb,872,42.998631138097146,0.0,0.0,0.0,8.440481305523955e-05,3.4293574104811825e-05
A,7,3,fixed::hhem,872,138.18310638850286,0.0,0.0,0.0,8.27350975986177e-05,3.3174311542464845e-05
A,7,3,fixed::wecheck,872,326.7899638250053,0.0,0.0,0.0,8.179931933436235e-05,3.877179251253229e-05
A,7,3,fixed::factcg,872,397.63272133268816,0.0,0.0,0.0,8.411010339591277e-05,4.045871327259501e-05
A,7,3,fixed::minicheck_dbta,872,500.6316046637281,0.0,0.0,0.0,8.134058355716904e-05,4.086239541637276e-05
A,7,3,fixed::minicheck_ft5,872,448.8690758752196,0.0,0.0,0.0,8.211123429713002e-05,3.649540236988746e-05
A,7,3,fixed::alignscore,872,680.1584586232779,0.0,0.0,0.0,8.2036689107537e-05,4.023968358524144e-05
A,7,3,fixed::lettuce_v2,872,72.56583297687129,0.0,0.0,0.0,8.242316594787386e-05,2.5963303531571332e-05
A,7,3,fixed::granite_guardian_3_1_2b,872,178.05464077687373,0.0,0.0,0.0,8.165138042553268e-05,3.934058549262822e-05
A,7,3,fixed::granite_guardian_3_2_3b_a800m,872,246.95691492257922,0.0,0.0,0.0,8.113875917325633e-05,3.801949854636855e-05
A,7,3,fixed::granite_guardian_3_2_8b_factuality,872,998.2603121841731,0.0,0.0,0.0,8.17809625605651e-05,2.882569195775298e-05
A,7,3,fixed::granite_guardian_4_1_3b_factuality_lora,872,446.92579204124615,0.0,0.0,0.0,8.2881885037091e-05,3.787271110789526e-05
A,7,3,fixed::qwen30_fast,872,274.44472055790897,0.0,0.0,0.0,8.1872713053599e-05,3.201833543252337e-05
A,7,3,fixed::qwen30_judge,872,616.6360038141063,0.0,0.0,0.0,8.036697365091515e-05,2.7724769481227076e-05
A,7,4,OURS,856,71.55350215234478,48.03127808833362,0.5092607803715373,0.00017932828332985117,0.00017729205219183883,3.2730147331761564e-05
A,7,4,OURS_legacy_hp,856,73.00813602226205,48.03127808833362,0.5079753270968969,0.00017306774680037051,0.00017288084988913141,3.347662998315504e-05
A,7,4,fixed::factcc,856,47.029699715868645,0.0,0.0,0.0,8.01693909762375e-05,3.514018929215305e-05
A,7,4,fixed::factkb,856,47.32322344464924,0.0,0.0,0.0,8.471028552342764e-05,3.592522771894131e-05
A,7,4,fixed::hhem,856,169.55118610624416,0.0,0.0,0.0,8.396261287896642e-05,3.177568789192902e-05
A,7,4,fixed::wecheck,856,392.0200434206712,0.0,0.0,0.0,8.091704662079774e-05,4.076751351038812e-05
A,7,4,fixed::factcg,856,562.278248158725,0.0,0.0,0.0,7.973832448739907e-05,3.5046723836632535e-05
A,7,4,fixed::minicheck_dbta,856,560.8102132280811,0.0,0.0,0.0,8.080489827411371e-05,3.6262862752061164e-05
A,7,4,fixed::minicheck_ft5,856,498.0356346281484,0.0,0.0,0.0,8.04871531251261e-05,3.9889026627980315e-05
A,7,4,fixed::alignscore,856,744.7479210439218,0.0,0.0,0.0,7.921612152947269e-05,4.00747675459536e-05
A,7,4,fixed::lettuce_v2,856,80.97558204248786,0.0,0.0,0.0,7.992639439180493e-05,2.682244374686591e-05
A,7,4,fixed::granite_guardian_3_1_2b,856,180.45434308272056,0.0,0.0,0.0,7.977688026279385e-05,3.981307107045655e-05
A,7,4,fixed::granite_guardian_3_2_3b_a800m,856,248.70089861398012,0.0,0.0,0.0,8.216939532528762e-05,3.730840766127874e-05
A,7,4,fixed::granite_guardian_3_2_8b_factuality,856,1004.6858179757862,0.0,0.0,0.0,8.235630923642768e-05,2.998131434498442e-05
A,7,4,fixed::granite_guardian_4_1_3b_factuality_lora,856,448.7828222589206,0.0,0.0,0.0,8.106542175644399e-05,3.446728221214786e-05
A,7,4,fixed::qwen30_fast,856,275.6556767006633,0.0,0.0,0.0,8.153387102751043e-05,3.31974406095622e-05
A,7,4,fixed::qwen30_judge,856,638.4700924803684,0.0,0.0,0.0,8.11226604230023e-05,2.7943927213706286e-05
A,7,5,OURS,844,58.66316909762072,18.875852836339686,0.47859454976330773,0.00017321444700264606,0.0001767215620223168,4.12511796264587e-05
A,7,5,OURS_legacy_hp,844,57.26586389920197,18.875852836339686,0.5225415936012154,0.00017217179537989128,0.00017780212793605163,3.222868183596828e-05
A,7,5,fixed::factcc,844,30.987013882320976,0.0,0.0,0.0,8.388625673609852e-05,3.004739457141096e-05
A,7,5,fixed::factkb,844,31.532484342963976,0.0,0.0,0.0,8.16303305603758e-05,2.7658776998060858e-05
A,7,5,fixed::hhem,844,135.27515719978385,0.0,0.0,0.0,8.168838304683777e-05,3.1582931976906636e-05
A,7,5,fixed::wecheck,844,259.81867983931744,0.0,0.0,0.0,8.250354892371214e-05,3.899644312153072e-05
A,7,5,fixed::factcg,844,253.68014354402501,0.0,0.0,0.0,8.908173875437423e-05,3.776303037308086e-05
A,7,5,fixed::minicheck_dbta,844,306.2240446946541,0.0,0.0,0.0,8.265520608763242e-05,3.4502366865583434e-05
A,7,5,fixed::minicheck_ft5,844,298.15242041706665,0.0,0.0,0.0,8.422867502571388e-05,3.330805807890838e-05
A,7,5,fixed::alignscore,844,481.6136028950659,0.0,0.0,0.0,8.447393686709245e-05,4.0701431028050554e-05
A,7,5,fixed::lettuce_v2,844,49.79246732383945,0.0,0.0,0.0,8.333768056687939e-05,2.7696674047435205e-05
A,7,5,fixed::granite_guardian_3_1_2b,844,149.65303562541814,0.0,0.0,0.0,8.072157724764887e-05,3.87689573756503e-05
A,7,5,fixed::granite_guardian_3_2_3b_a800m,844,222.58175645153656,0.0,0.0,0.0,7.918602260054746e-05,3.98672993848833e-05
A,7,5,fixed::granite_guardian_3_2_8b_factuality,844,937.9793597359494,0.0,0.0,0.0,8.563152103358217e-05,3.1148098680627716e-05
A,7,5,fixed::granite_guardian_4_1_3b_factuality_lora,844,412.57624918740754,0.0,0.0,0.0,8.058767893762103e-05,3.588624710715883e-05
A,7,5,fixed::qwen30_fast,844,234.78468632985124,0.0,0.0,0.0,8.293838221999106e-05,4.062558520448469e-05
A,7,5,fixed::qwen30_judge,844,594.3203934512329,0.0,0.0,0.0,8.0645731424083e-05,2.9194314403556533e-05
A,7,6,OURS,819,80.31733971612496,29.607922985856405,0.5027731648212475,0.00017781806094810748,0.0001785811925220493,3.301587921791279e-05
A,7,6,OURS_legacy_hp,819,83.09412812229198,29.607922985856405,0.528958808283591,0.00017733090049422304,0.00018832843491445967,3.381685643219213e-05
A,7,6,fixed::factcc,819,47.26865130753975,0.0,0.0,0.0,8.480706944679603e-05,3.577045549357694e-05
A,7,6,fixed::factkb,819,46.69982665757136,0.0,0.0,0.0,8.597923599078942e-05,3.590719730016731e-05
A,7,6,fixed::hhem,819,146.12100484709327,0.0,0.0,0.0,8.644809550122428e-05,3.387545498704335e-05
A,7,6,fixed::wecheck,819,329.3672273572596,0.0,0.0,0.0,8.519778570549173e-05,3.928814557527666e-05
A,7,6,fixed::factcg,819,422.3294503771773,0.0,0.0,0.0,9.242614309879995e-05,4.252991784063779e-05
A,7,6,fixed::minicheck_dbta,819,485.33912810026635,0.0,0.0,0.0,8.701464296028619e-05,3.9443223861129146e-05
A,7,6,fixed::minicheck_ft5,819,481.8067060756783,0.0,0.0,0.0,8.724907271550361e-05,3.9952380982965634e-05
A,7,6,fixed::alignscore,819,686.7212420200457,0.0,0.0,0.0,8.699511603130454e-05,4.1357751296644394e-05
A,7,6,fixed::lettuce_v2,819,77.78840112419297,0.0,0.0,0.0,8.633089839152181e-05,2.809280105462805e-05
A,7,6,fixed::granite_guardian_3_1_2b,819,188.867500464107,0.0,0.0,0.0,8.353602450445604e-05,4.206104056229667e-05
A,7,6,fixed::granite_guardian_3_2_3b_a800m,819,251.14203853400053,0.0,0.0,0.0,8.357630434795141e-05,3.9794868493955286e-05
A,7,6,fixed::granite_guardian_3_2_8b_factuality,819,1052.2522435035876,0.0,0.0,0.0,8.662392670159048e-05,2.9520150268352586e-05
A,7,6,fixed::granite_guardian_4_1_3b_factuality_lora,819,464.105614874535,0.0,0.0,0.0,8.558851973209371e-05,3.9190475394555863e-05
A,7,6,fixed::qwen30_fast,819,287.69222305164675,0.0,0.0,0.0,8.463125601433608e-05,4.047983904825171e-05
A,7,6,fixed::qwen30_judge,819,642.7756504612544,0.0,0.0,0.0,8.504151696991971e-05,2.908913639825524e-05
A,7,7,OURS,810,93.73420116751754,45.110430494655084,0.47645214937891767,0.0006243222383034909,0.0001814148107106671,9.408517435974912e-05
A,7,7,OURS_legacy_hp,810,78.97227635875885,45.110430494655084,0.563532991347731,0.00017852963301939544,0.0001852074170910558,3.14876497550695e-05
A,7,7,fixed::factcc,810,52.039128787855816,0.0,0.0,0.0,8.766418667855087e-05,2.939382677230938e-05
A,7,7,fixed::factkb,810,52.86596609307539,0.0,0.0,0.0,8.79012391741537e-05,3.3856773415557397e-05
A,7,7,fixed::hhem,810,176.407600866658,0.0,0.0,0.0,8.50382666276009e-05,3.332347267042891e-05
A,7,7,fixed::wecheck,810,380.3640560054775,0.0,0.0,0.0,8.740864786100977e-05,3.798516973117251e-05
