protocol,seed,rotation,system,n,verifier,features,heads,routing,platt,isotonic
A,17,1,fixed::factcg,906,311.71502028931155,0.0,0.0,0.0,7.355519327300109e-05,3.7103753884386673e-05
A,17,1,fixed::minicheck_dbta,906,378.67916666391966,0.0,0.0,0.0,7.595696600121148e-05,3.7562910176476434e-05
A,17,1,fixed::minicheck_ft5,906,363.01996691285314,0.0,0.0,0.0,7.600882928407284e-05,3.796909492726029e-05
A,17,1,fixed::alignscore,906,549.7141835279056,0.0,0.0,0.0,7.528476710030378e-05,3.968212518647774e-05
A,17,1,fixed::lettuce_v2,906,60.939889570873405,0.0,0.0,0.0,7.814680437904847e-05,2.495364350766338e-05
A,17,1,fixed::granite_guardian_3_1_2b,906,162.02962586531444,0.0,0.0,0.0,7.43675627745688e-05,3.929470052066821e-05
A,17,1,fixed::granite_guardian_3_2_3b_a800m,906,232.6761822062149,0.0,0.0,0.0,7.408498899464313e-05,3.164790999391024e-05
A,17,1,fixed::granite_guardian_3_2_8b_factuality,906,963.0178192019872,0.0,0.0,0.0,7.659272086718192e-05,2.7603746436034672e-05
A,17,1,fixed::granite_guardian_4_1_3b_factuality_lora,906,430.24940122158944,0.0,0.0,0.0,7.530352718527809e-05,3.2283664859880674e-05
A,17,1,fixed::qwen30_fast,906,251.56262350955075,0.0,0.0,0.0,7.740509036874961e-05,3.1559602676111606e-05
A,17,1,fixed::qwen30_judge,906,639.1359422428233,0.0,0.0,0.0,7.514459649964377e-05,2.7056298887862868e-05
A,17,2,OURS,881,88.41483670568425,36.16705062672896,0.45964954596075736,0.00016207265784957622,0.00016388763350124865,3.2817244674549536e-05
A,17,2,OURS_legacy_hp,881,86.75083449213062,36.16705062672896,0.5216894926152865,0.0005083734544351375,0.0001749852444938512,0.00011539726587335889
A,17,2,fixed::factcc,881,52.180531618521506,0.0,0.0,0.0,8.177979800122855e-05,3.0474468910269585e-05
A,17,2,fixed::factkb,881,48.075272568516596,0.0,0.0,0.0,7.865719814868338e-05,3.145516228467801e-05
A,17,2,fixed::hhem,881,177.54831601725257,0.0,0.0,0.0,7.711236616734005e-05,2.9185013956560516e-05
A,17,2,fixed::wecheck,881,406.0964772241744,0.0,0.0,0.0,7.733145425313921e-05,3.6832020632821165e-05
