system,coverage,selective_error
fixed::granite_guardian_3_1_2b,0.54,0.19439038351459642
fixed::granite_guardian_3_1_2b,0.56,0.1986754966887417
fixed::granite_guardian_3_1_2b,0.5800000000000001,0.1996270644645711
fixed::granite_guardian_3_1_2b,0.6,0.2030895983522142
fixed::granite_guardian_3_1_2b,0.62,0.2061814556331007
fixed::granite_guardian_3_1_2b,0.64,0.20912602607436023
fixed::granite_guardian_3_1_2b,0.66,0.20959737827715358
fixed::granite_guardian_3_1_2b,0.68,0.2108181818181818
fixed::granite_guardian_3_1_2b,0.7000000000000001,0.21682119205298012
fixed::granite_guardian_3_1_2b,0.7200000000000001,0.22210300429184548
fixed::granite_guardian_3_1_2b,0.74,0.22860125260960334
fixed::granite_guardian_3_1_2b,0.76,0.23456689711264742
fixed::granite_guardian_3_1_2b,0.78,0.23950079239302693
fixed::granite_guardian_3_1_2b,0.8,0.2455774430281962
fixed::granite_guardian_3_1_2b,0.8200000000000001,0.25007535795026375
fixed::granite_guardian_3_1_2b,0.8400000000000001,0.2548565121412803
fixed::granite_guardian_3_1_2b,0.86,0.25594681997844054
fixed::granite_guardian_3_1_2b,0.88,0.25628511235955054
fixed::granite_guardian_3_1_2b,0.9,0.25841346153846156
fixed::granite_guardian_3_1_2b,0.92,0.26022841787033923
fixed::granite_guardian_3_1_2b,0.9400000000000001,0.26660092044707434
fixed::granite_guardian_3_1_2b,0.9600000000000001,0.2731573865465079
fixed::granite_guardian_3_1_2b,0.98,0.27521286660359506
fixed::granite_guardian_3_1_2b,1.0,0.27849196538936966
fixed::granite_guardian_3_2_3b_a800m,0.02,0.0
fixed::granite_guardian_3_2_3b_a800m,0.04,0.0007751937984496138
fixed::granite_guardian_3_2_3b_a800m,0.06,0.0046391752577319536
fixed::granite_guardian_3_2_3b_a800m,0.08,0.06254826254826254
fixed::granite_guardian_3_2_3b_a800m,0.1,0.08611111111111111
fixed::granite_guardian_3_2_3b_a800m,0.12000000000000001,0.10335051546391752
fixed::granite_guardian_3_2_3b_a800m,0.13999999999999999,0.11545253863134661
fixed::granite_guardian_3_2_3b_a800m,0.16,0.12992277992277995
fixed::granite_guardian_3_2_3b_a800m,0.18,0.1357388316151203
fixed::granite_guardian_3_2_3b_a800m,0.19999999999999998,0.13709428129829987
fixed::granite_guardian_3_2_3b_a800m,0.22,0.13651685393258428
fixed::granite_guardian_3_2_3b_a800m,0.24,0.13577863577863578
fixed::granite_guardian_3_2_3b_a800m,0.26,0.14815695600475623
fixed::granite_guardian_3_2_3b_a800m,0.28,0.16214128035320088
fixed::granite_guardian_3_2_3b_a800m,0.30000000000000004,0.1709577754891864
fixed::granite_guardian_3_2_3b_a800m,0.32,0.18108108108108106
fixed::granite_guardian_3_2_3b_a800m,0.34,0.19418181818181815
fixed::granite_guardian_3_2_3b_a800m,0.36000000000000004,0.20789699570815454
fixed::granite_guardian_3_2_3b_a800m,0.38,0.21796747967479674
fixed::granite_guardian_3_2_3b_a800m,0.4,0.2319938176197836
fixed::granite_guardian_3_2_3b_a800m,0.42000000000000004,0.24311994113318622
fixed::granite_guardian_3_2_3b_a800m,0.44,0.24943820224719104
fixed::granite_guardian_3_2_3b_a800m,0.46,0.2567494963062458
fixed::granite_guardian_3_2_3b_a800m,0.48000000000000004,0.26786864133934324
fixed::granite_guardian_3_2_3b_a800m,0.5,0.2818294190358467
fixed::granite_guardian_3_2_3b_a800m,0.52,0.29292929292929293
fixed::granite_guardian_3_2_3b_a800m,0.54,0.30143102461362337
fixed::granite_guardian_3_2_3b_a800m,0.56,0.3060706401766004
fixed::granite_guardian_3_2_3b_a800m,0.5800000000000001,0.30836441129461906
fixed::granite_guardian_3_2_3b_a800m,0.6,0.3090628218331617
fixed::granite_guardian_3_2_3b_a800m,0.62,0.3097208374875374
fixed::granite_guardian_3_2_3b_a800m,0.64,0.30864316755190724
fixed::granite_guardian_3_2_3b_a800m,0.66,0.3098782771535581
fixed::granite_guardian_3_2_3b_a800m,0.68,0.31127272727272726
fixed::granite_guardian_3_2_3b_a800m,0.7000000000000001,0.30896247240618113
fixed::granite_guardian_3_2_3b_a800m,0.7200000000000001,0.3116738197424893
fixed::granite_guardian_3_2_3b_a800m,0.74,0.3141127348643007
fixed::granite_guardian_3_2_3b_a800m,0.76,0.31797478649857663
fixed::granite_guardian_3_2_3b_a800m,0.78,0.320919175911252
fixed::granite_guardian_3_2_3b_a800m,0.8,0.3271919660100425
fixed::granite_guardian_3_2_3b_a800m,0.8200000000000001,0.3338733986435569
fixed::granite_guardian_3_2_3b_a800m,0.8400000000000001,0.33686534216335534
fixed::granite_guardian_3_2_3b_a800m,0.86,0.3371182177506288
fixed::granite_guardian_3_2_3b_a800m,0.88,0.3366924157303371
fixed::granite_guardian_3_2_3b_a800m,0.9,0.3384615384615385
fixed::granite_guardian_3_2_3b_a800m,0.92,0.34588511924756465
fixed::granite_guardian_3_2_3b_a800m,0.9400000000000001,0.3504602235371466
fixed::granite_guardian_3_2_3b_a800m,0.9600000000000001,0.35622787254586413
fixed::granite_guardian_3_2_3b_a800m,0.98,0.36408073163040056
fixed::granite_guardian_3_2_3b_a800m,1.0,0.3672435105067985
fixed::granite_guardian_3_2_8b_factuality,0.02,0.0
fixed::granite_guardian_3_2_8b_factuality,0.04,0.0
fixed::granite_guardian_3_2_8b_factuality,0.06,0.0
fixed::granite_guardian_3_2_8b_factuality,0.08,0.0
fixed::granite_guardian_3_2_8b_factuality,0.1,0.0
fixed::granite_guardian_3_2_8b_factuality,0.12000000000000001,0.0
fixed::granite_guardian_3_2_8b_factuality,0.13999999999999999,0.0
fixed::granite_guardian_3_2_8b_factuality,0.16,0.0007722007722007707
fixed::granite_guardian_3_2_8b_factuality,0.18,0.0017182130584192379
fixed::granite_guardian_3_2_8b_factuality,0.19999999999999998,0.011128284389489962
fixed::granite_guardian_3_2_8b_factuality,0.22,0.02724719101123595
fixed::granite_guardian_3_2_8b_factuality,0.24,0.05611325611325613
fixed::granite_guardian_3_2_8b_factuality,0.26,0.08846611177170036
fixed::granite_guardian_3_2_8b_factuality,0.28,0.12704194260485652
fixed::granite_guardian_3_2_8b_factuality,0.30000000000000004,0.16508753861997943
fixed::granite_guardian_3_2_8b_factuality,0.32,0.19507722007722011
fixed::granite_guardian_3_2_8b_factuality,0.34,0.2217272727272727
fixed::granite_guardian_3_2_8b_factuality,0.36000000000000004,0.24703862660944206
fixed::granite_guardian_3_2_8b_factuality,0.38,0.26926829268292685
fixed::granite_guardian_3_2_8b_factuality,0.4,0.28616692426584234
fixed::granite_guardian_3_2_8b_factuality,0.42000000000000004,0.3004415011037528
fixed::granite_guardian_3_2_8b_factuality,0.44,0.3128511235955056
fixed::granite_guardian_3_2_8b_factuality,0.46,0.3249832102081934
fixed::granite_guardian_3_2_8b_factuality,0.48000000000000004,0.3362524146812621
fixed::granite_guardian_3_2_8b_factuality,0.5,0.34678615574783683
fixed::granite_guardian_3_2_8b_factuality,0.52,0.3543077837195484
fixed::granite_guardian_3_2_8b_factuality,0.54,0.3639954207212364
fixed::granite_guardian_3_2_8b_factuality,0.56,0.3746688741721854
fixed::granite_guardian_3_2_8b_factuality,0.5800000000000001,0.38268513585508784
fixed::granite_guardian_3_2_8b_factuality,0.6,0.39170957775489185
fixed::granite_guardian_3_2_8b_factuality,0.62,0.3972582253240279
fixed::granite_guardian_3_2_8b_factuality,0.64,0.4051665861902463
fixed::granite_guardian_3_2_8b_factuality,0.66,0.4102528089887641
fixed::granite_guardian_3_2_8b_factuality,0.68,0.41772727272727267
fixed::granite_guardian_3_2_8b_factuality,0.7000000000000001,0.42428256070640175
fixed::granite_guardian_3_2_8b_factuality,0.7200000000000001,0.42802575107296137
fixed::granite_guardian_3_2_8b_factuality,0.74,0.433277661795407
fixed::granite_guardian_3_2_8b_factuality,0.76,0.4365595770638471
fixed::granite_guardian_3_2_8b_factuality,0.78,0.43954041204437394
fixed::granite_guardian_3_2_8b_factuality,0.8,0.44318269602162996
fixed::granite_guardian_3_2_8b_factuality,0.8200000000000001,0.4461944235116805
fixed::granite_guardian_3_2_8b_factuality,0.8400000000000001,0.4489330389992642
fixed::granite_guardian_3_2_8b_factuality,0.86,0.4503413582464965
fixed::granite_guardian_3_2_8b_factuality,0.88,0.45298455056179765
fixed::granite_guardian_3_2_8b_factuality,0.9,0.4554258241758241
fixed::granite_guardian_3_2_8b_factuality,0.92,0.45811219348337245
fixed::granite_guardian_3_2_8b_factuality,0.9400000000000001,0.4598290598290598
fixed::granite_guardian_3_2_8b_factuality,0.9600000000000001,0.460057933698101
fixed::granite_guardian_3_2_8b_factuality,0.98,0.4605487228003784
fixed::granite_guardian_3_2_8b_factuality,1.0,0.4600741656365884
fixed::granite_guardian_4_1_3b_factuality_lora,0.02,0.001538461538461533
fixed::granite_guardian_4_1_3b_factuality_lora,0.04,0.0007751937984496138
fixed::granite_guardian_4_1_3b_factuality_lora,0.06,0.0788659793814433
fixed::granite_guardian_4_1_3b_factuality_lora,0.08,0.22741312741312739
fixed::granite_guardian_4_1_3b_factuality_lora,0.1,0.2867283950617284
fixed::granite_guardian_4_1_3b_factuality_lora,0.12000000000000001,0.2858247422680412
fixed::granite_guardian_4_1_3b_factuality_lora,0.13999999999999999,0.27130242825607065
fixed::granite_guardian_4_1_3b_factuality_lora,0.16,0.28976833976833977
fixed::granite_guardian_4_1_3b_factuality_lora,0.18,0.3298969072164949
fixed::granite_guardian_4_1_3b_factuality_lora,0.19999999999999998,0.3675425038639876
fixed::granite_guardian_4_1_3b_factuality_lora,0.22,0.3977528089887641
fixed::granite_guardian_4_1_3b_factuality_lora,0.24,0.40167310167310166
fixed::granite_guardian_4_1_3b_factuality_lora,0.26,0.41914387633769323
fixed::granite_guardian_4_1_3b_factuality_lora,0.28,0.4364238410596026
fixed::granite_guardian_4_1_3b_factuality_lora,0.30000000000000004,0.44675592173017514
fixed::granite_guardian_4_1_3b_factuality_lora,0.32,0.4563706563706564
fixed::granite_guardian_4_1_3b_factuality_lora,0.34,0.4573636363636363
fixed::granite_guardian_4_1_3b_factuality_lora,0.36000000000000004,0.4554506437768239
fixed::granite_guardian_4_1_3b_factuality_lora,0.38,0.46016260162601635
fixed::granite_guardian_4_1_3b_factuality_lora,0.4,0.4713292117465224
fixed::granite_guardian_4_1_3b_factuality_lora,0.42000000000000004,0.47902869757174393
fixed::granite_guardian_4_1_3b_factuality_lora,0.44,0.4820224719101124
fixed::granite_guardian_4_1_3b_factuality_lora,0.46,0.48629952988582953
fixed::granite_guardian_4_1_3b_factuality_lora,0.48000000000000004,0.4910495814552478
fixed::granite_guardian_4_1_3b_factuality_lora,0.5,0.4935723114956736
fixed::granite_guardian_4_1_3b_factuality_lora,0.52,0.49887106357694594
fixed::granite_guardian_4_1_3b_factuality_lora,0.54,0.5043503148254149
fixed::granite_guardian_4_1_3b_factuality_lora,0.56,0.507008830022075
fixed::granite_guardian_4_1_3b_factuality_lora,0.5800000000000001,0.5075652637187
fixed::granite_guardian_4_1_3b_factuality_lora,0.6,0.506951596292482
fixed::granite_guardian_4_1_3b_factuality_lora,0.62,0.5094217347956131
fixed::granite_guardian_4_1_3b_factuality_lora,0.64,0.5128440366972477
fixed::granite_guardian_4_1_3b_factuality_lora,0.66,0.5187265917602997
fixed::granite_guardian_4_1_3b_factuality_lora,0.68,0.5256818181818181
fixed::granite_guardian_4_1_3b_factuality_lora,0.7000000000000001,0.5322737306843267
fixed::granite_guardian_4_1_3b_factuality_lora,0.7200000000000001,0.5369957081545065
fixed::granite_guardian_4_1_3b_factuality_lora,0.74,0.5430897703549061
fixed::granite_guardian_4_1_3b_factuality_lora,0.76,0.5472549816998781
fixed::granite_guardian_4_1_3b_factuality_lora,0.78,0.5510697305863709
fixed::granite_guardian_4_1_3b_factuality_lora,0.8,0.5537659327925839
fixed::granite_guardian_4_1_3b_factuality_lora,0.8200000000000001,0.5581386586284853
fixed::granite_guardian_4_1_3b_factuality_lora,0.8400000000000001,0.5582413539367181
fixed::granite_guardian_4_1_3b_factuality_lora,0.86,0.557204455623428
fixed::granite_guardian_4_1_3b_factuality_lora,0.88,0.555688202247191
fixed::granite_guardian_4_1_3b_factuality_lora,0.9,0.5549793956043956
fixed::granite_guardian_4_1_3b_factuality_lora,0.92,0.5535774269398724
fixed::granite_guardian_4_1_3b_factuality_lora,0.9400000000000001,0.5505917159763314
fixed::granite_guardian_4_1_3b_factuality_lora,0.9600000000000001,0.5472803347280336
fixed::granite_guardian_4_1_3b_factuality_lora,0.98,0.5414380321665091
fixed::granite_guardian_4_1_3b_factuality_lora,1.0,0.5362175525339927
fixed::qwen30_fast,0.02,0.001538461538461533
fixed::qwen30_fast,0.04,0.0007751937984496138
fixed::qwen30_fast,0.06,0.0005154639175257714
fixed::qwen30_fast,0.08,0.00038610038610038534
fixed::qwen30_fast,0.1,0.0003086419753086433
fixed::qwen30_fast,0.12000000000000001,0.0002577319587628857
fixed::qwen30_fast,0.13999999999999999,0.00022075055187638083
fixed::qwen30_fast,0.16,0.001737451737451734
fixed::qwen30_fast,0.18,0.00498281786941579
fixed::qwen30_fast,0.19999999999999998,0.005718701700154561
fixed::qwen30_fast,0.22,0.008988764044943831
fixed::qwen30_fast,0.24,0.025353925353925333
fixed::qwen30_fast,0.26,0.04494649227110585
fixed::qwen30_fast,0.28,0.06258278145695363
fixed::qwen30_fast,0.30000000000000004,0.09062821833161691
fixed::qwen30_fast,0.32,0.12297297297297298
fixed::qwen30_fast,0.34,0.143
fixed::qwen30_fast,0.36000000000000004,0.16163090128755364
fixed::qwen30_fast,0.38,0.16853658536585364
fixed::qwen30_fast,0.4,0.17063369397217928
fixed::qwen30_fast,0.42000000000000004,0.17034584253127302
fixed::qwen30_fast,0.44,0.17141853932584272
fixed::qwen30_fast,0.46,0.1717259905977166
fixed::qwen30_fast,0.48000000000000004,0.17160334835801674
fixed::qwen30_fast,0.5,0.17045735475896165
fixed::qwen30_fast,0.52,0.17046939988116458
fixed::qwen30_fast,0.54,0.16880366342301087
fixed::qwen30_fast,0.56,0.16793598233995582
fixed::qwen30_fast,0.5800000000000001,0.16648907831646245
fixed::qwen30_fast,0.6,0.16488156539649845
fixed::qwen30_fast,0.62,0.16515453639082756
fixed::qwen30_fast,0.64,0.16359246740704975
fixed::qwen30_fast,0.66,0.16207865168539323
fixed::qwen30_fast,0.68,0.16204545454545452
fixed::qwen30_fast,0.7000000000000001,0.16088300220750554
fixed::qwen30_fast,0.7200000000000001,0.16030042918454934
fixed::qwen30_fast,0.74,0.16075156576200422
fixed::qwen30_fast,0.76,0.16250508336722244
fixed::qwen30_fast,0.78,0.1672345483359746
fixed::qwen30_fast,0.8,0.17485515643105448
fixed::qwen30_fast,0.8200000000000001,0.18311981914091935
fixed::qwen30_fast,0.8400000000000001,0.18866813833701251
fixed::qwen30_fast,0.86,0.19554437657204454
fixed::qwen30_fast,0.88,0.20161516853932585
fixed::qwen30_fast,0.9,0.21006181318681322
fixed::qwen30_fast,0.92,0.216224386966745
fixed::qwen30_fast,0.9400000000000001,0.22123602892833666
fixed::qwen30_fast,0.9600000000000001,0.2273253942710009
fixed::qwen30_fast,0.98,0.2309366130558183
fixed::qwen30_fast,1.0,0.23318912237330033
fixed::qwen30_judge,0.02,0.003076923076923066
fixed::qwen30_judge,0.04,0.0015503875968992276
fixed::qwen30_judge,0.06,0.0010309278350515427
fixed::qwen30_judge,0.08,0.007722007722007707
fixed::qwen30_judge,0.1,0.006790123456790154
fixed::qwen30_judge,0.12000000000000001,0.0077319587628865705
fixed::qwen30_judge,0.13999999999999999,0.0070640176600441865
fixed::qwen30_judge,0.16,0.0061776061776061654
fixed::qwen30_judge,0.18,0.0068728522336769515
fixed::qwen30_judge,0.19999999999999998,0.007418856259659923
fixed::qwen30_judge,0.22,0.007303370786516883
fixed::qwen30_judge,0.24,0.020077220077220036
fixed::qwen30_judge,0.26,0.039952437574316324
fixed::qwen30_judge,0.28,0.05860927152317876
fixed::qwen30_judge,0.30000000000000004,0.06776519052523171
fixed::qwen30_judge,0.32,0.08571428571428569
fixed::qwen30_judge,0.34,0.09999999999999999
fixed::qwen30_judge,0.36000000000000004,0.10206008583690987
fixed::qwen30_judge,0.38,0.10918699186991872
fixed::qwen30_judge,0.4,0.11584234930448223
fixed::qwen30_judge,0.42000000000000004,0.13708609271523176
fixed::qwen30_judge,0.44,0.157935393258427
fixed::qwen30_judge,0.46,0.1801880456682337
fixed::qwen30_judge,0.48000000000000004,0.19581455247907278
fixed::qwen30_judge,0.5,0.2082818294190359
fixed::qwen30_judge,0.52,0.22026143790849675
fixed::qwen30_judge,0.54,0.23142530051516888
fixed::qwen30_judge,0.56,0.23454746136865343
fixed::qwen30_judge,0.5800000000000001,0.23148641449120935
fixed::qwen30_judge,0.6,0.22873326467559219
fixed::qwen30_judge,0.62,0.22731804586241275
fixed::qwen30_judge,0.64,0.22448092708836312
fixed::qwen30_judge,0.66,0.2213951310861423
fixed::qwen30_judge,0.68,0.21963636363636369
fixed::qwen30_judge,0.7000000000000001,0.21611479028697572
fixed::qwen30_judge,0.7200000000000001,0.21446351931330473
fixed::qwen30_judge,0.74,0.21181628392484347
fixed::qwen30_judge,0.76,0.21004473363155757
fixed::qwen30_judge,0.78,0.20784469096671945
fixed::qwen30_judge,0.8,0.20355349555813057
fixed::qwen30_judge,0.8200000000000001,0.20361718161266013
fixed::qwen30_judge,0.8400000000000001,0.20099337748344367
fixed::qwen30_judge,0.86,0.19845490477901545
fixed::qwen30_judge,0.88,0.1966643258426966
fixed::qwen30_judge,0.9,0.20813873626373627
fixed::qwen30_judge,0.92,0.22442055760833052
fixed::qwen30_judge,0.9400000000000001,0.2366863905325443
fixed::qwen30_judge,0.9600000000000001,0.24554232378500154
fixed::qwen30_judge,0.98,0.2474929044465468
fixed::qwen30_judge,1.0,0.24966007416563657
