system,coverage,selective_error
fixed::hhem,0.13999999999999999,0.20993377483443706
fixed::hhem,0.16,0.2588803088803089
fixed::hhem,0.18,0.3106529209621994
fixed::hhem,0.19999999999999998,0.3624420401854714
fixed::hhem,0.22,0.40786516853932586
fixed::hhem,0.24,0.4474903474903475
fixed::hhem,0.26,0.4784780023781214
fixed::hhem,0.28,0.5003311258278146
fixed::hhem,0.30000000000000004,0.5158599382080331
fixed::hhem,0.32,0.527992277992278
fixed::hhem,0.34,0.5374545454545455
fixed::hhem,0.36000000000000004,0.5436051502145922
fixed::hhem,0.38,0.5459349593495936
fixed::hhem,0.4,0.5431221020092736
fixed::hhem,0.42000000000000004,0.5347314201618837
fixed::hhem,0.44,0.5213483146067416
fixed::hhem,0.46,0.509469442578912
fixed::hhem,0.48000000000000004,0.49735994848679976
fixed::hhem,0.5,0.48782447466007417
fixed::hhem,0.52,0.47765894236482487
fixed::hhem,0.54,0.46800228963938173
fixed::hhem,0.56,0.45982339955849894
fixed::hhem,0.5800000000000001,0.45039957378795964
fixed::hhem,0.6,0.44227600411946455
fixed::hhem,0.62,0.4337487537387836
fixed::hhem,0.64,0.42612264606470296
fixed::hhem,0.66,0.41956928838951313
fixed::hhem,0.68,0.41368181818181815
fixed::hhem,0.7000000000000001,0.40935982339955856
fixed::hhem,0.7200000000000001,0.4046351931330472
fixed::hhem,0.74,0.4008768267223382
fixed::hhem,0.76,0.3958926392842619
fixed::hhem,0.78,0.3913629160063391
fixed::hhem,0.8,0.38675164156044806
fixed::hhem,0.8200000000000001,0.3830821401657875
fixed::hhem,0.8400000000000001,0.38046357615894044
fixed::hhem,0.86,0.37617678763923823
fixed::hhem,0.88,0.37510533707865173
fixed::hhem,0.9,0.378331043956044
fixed::hhem,0.92,0.3830366140409808
fixed::hhem,0.9400000000000001,0.38698224852071006
fixed::hhem,0.9600000000000001,0.39069842291599616
fixed::hhem,0.98,0.3940081993062126
fixed::hhem,1.0,0.3974969097651422
fixed::wecheck,0.02,0.009230769230769199
fixed::wecheck,0.04,0.008527131782945752
fixed::wecheck,0.06,0.006701030927835028
fixed::wecheck,0.08,0.007335907335907321
fixed::wecheck,0.1,0.007716049382716084
fixed::wecheck,0.12000000000000001,0.011855670103092752
fixed::wecheck,0.13999999999999999,0.012803532008830021
fixed::wecheck,0.16,0.02644787644787644
fixed::wecheck,0.18,0.04982817869415808
fixed::wecheck,0.19999999999999998,0.06506955177743431
fixed::wecheck,0.22,0.07865168539325842
fixed::wecheck,0.24,0.09407979407979408
fixed::wecheck,0.26,0.10927467300832343
fixed::wecheck,0.28,0.13885209713024285
fixed::wecheck,0.30000000000000004,0.1624098867147271
fixed::wecheck,0.32,0.18252895752895754
fixed::wecheck,0.34,0.19654545454545452
fixed::wecheck,0.36000000000000004,0.20566523605150216
fixed::wecheck,0.38,0.2158536585365854
fixed::wecheck,0.4,0.22287480680061825
fixed::wecheck,0.42000000000000004,0.22737306843267105
fixed::wecheck,0.44,0.2287921348314607
fixed::wecheck,0.46,0.22860980523841506
fixed::wecheck,0.48000000000000004,0.2294269156471346
fixed::wecheck,0.5,0.22719406674907291
fixed::wecheck,0.52,0.2272727272727273
fixed::wecheck,0.54,0.23251287922152258
fixed::wecheck,0.56,0.23537527593818983
fixed::wecheck,0.5800000000000001,0.2344698987746404
fixed::wecheck,0.6,0.2364572605561277
fixed::wecheck,0.62,0.23654037886340973
fixed::wecheck,0.64,0.23761467889908258
fixed::wecheck,0.66,0.2416666666666667
fixed::wecheck,0.68,0.24790909090909086
fixed::wecheck,0.7000000000000001,0.2511258278145696
fixed::wecheck,0.7200000000000001,0.25424892703862667
fixed::wecheck,0.74,0.25799582463465554
fixed::wecheck,0.76,0.25957706384709234
fixed::wecheck,0.78,0.26251980982567347
fixed::wecheck,0.8,0.2711857860177675
fixed::wecheck,0.8200000000000001,0.27501883948756595
fixed::wecheck,0.8400000000000001,0.2758646063281825
fixed::wecheck,0.86,0.27768595041322314
fixed::wecheck,0.88,0.28167134831460683
fixed::wecheck,0.9,0.2851304945054945
fixed::wecheck,0.92,0.2891501511588848
fixed::wecheck,0.9400000000000001,0.29142011834319526
fixed::wecheck,0.9600000000000001,0.29729642742195045
fixed::wecheck,0.98,0.301419110690634
fixed::wecheck,1.0,0.30614956736711996
fixed::factcg,0.02,0.012307692307692264
fixed::factcg,0.04,0.006976744186046524
fixed::factcg,0.06,0.005154639175257714
fixed::factcg,0.08,0.0038610038610038533
fixed::factcg,0.1,0.006481481481481488
fixed::factcg,0.12000000000000001,0.017783505154639168
