corpus,n,mean_ms,share__factcc,share__lettuce_v2,share__granite_guardian_3_1_2b
ALL,8512,112.54141989185943,0.286125469924812,0.5240836466165414,0.18979088345864661
cogensumm_test,400,57.98669732231202,0.96525,0.01625,0.0185
cogensumm_val,535,56.01002056599142,0.9534579439252336,0.0067289719626168224,0.03981308411214953
frank_test,1569,94.97139117558501,0.46150414276609303,0.014404079031230083,0.5240917782026768
frank_valid,669,97.60173457697724,0.46860986547085204,0.010911808669656204,0.5204783258594918
ragtruth_test,900,68.11952584791096,0.006333333333333333,0.9838888888888889,0.009777777777777778
ragtruth_train,2983,72.15051750189181,0.009017767348307074,0.9794502179014415,0.011532014750251425
unisumeval_dev,367,274.99580851615616,0.30926430517711173,0.4446866485013624,0.24604904632152588
unisumeval_train,1089,287.4479562025658,0.32653810835629016,0.4137741046831956,0.25968778696051426
