corpus,n,mean_ms,share__lettuce_v2,share__factcc,share__granite_guardian_3_1_2b
ALL,8512,87.8865191652918,0.5132283834586465,0.2976856203007519,0.1890859962406015
cogensumm_test,400,38.834562804149755,0.016749999999999998,0.9637499999999999,0.019500000000000003
cogensumm_val,535,40.728404381525685,0.005794392523364486,0.9489719626168224,0.045233644859813085
frank_test,1569,85.08880083813344,0.010006373486297005,0.4675589547482473,0.5224346717654555
frank_valid,669,86.71927013038065,0.011210762331838566,0.4711509715994021,0.5176382660687594
ragtruth_test,900,53.22560299008101,0.9722222222222223,0.011555555555555555,0.01622222222222222
ragtruth_train,2983,57.73654758085756,0.9644653033858532,0.0166610794502179,0.018873617163928928
unisumeval_dev,367,187.50930448699197,0.4223433242506812,0.35258855585831067,0.2250681198910082
unisumeval_train,1089,211.4783568093982,0.39357208448117537,0.36951331496786044,0.23691460055096414
