protocol,seed,rotation,beta,val_auroc,val_ms
A,29,5,0.4,0.7272330538686598,75.70856711078324
A,29,5,0.6,0.6293394881125071,66.00122726939792
A,29,5,0.8,0.5531710225456691,55.16360977737332
A,29,5,1.2,0.55694502495513,54.912718209818344
A,29,5,1.6,0.5476513903572394,54.55688924470236
A,29,5,2.4,0.5476513903572394,54.55688924470236
A,29,5,3.2,0.5476513903572394,54.55688924470236
A,29,6,0.0,0.7419895054147594,151.4651430383656
A,29,6,0.1,0.7746176175058612,84.82155390215918
A,29,6,0.2,0.7645820153077048,79.57353407914887
A,29,6,0.4,0.6887040551772047,62.834757603055
A,29,6,0.6,0.607789686526987,53.18096564522733
A,29,6,0.8,0.5695824494808529,47.19682441552261
A,29,6,1.2,0.5620991651470606,47.0430889000839
A,29,6,1.6,0.5524915336236091,46.67509128550279
A,29,6,2.4,0.5524915336236091,46.67509128550279
A,29,6,3.2,0.5524915336236091,46.67509128550279
A,29,7,0.0,0.7758585293019784,153.2686619454217
A,29,7,0.1,0.81993281075028,85.73803965243444
A,29,7,0.2,0.8117830036083116,79.28416689645225
A,29,7,0.4,0.7610986686574592,71.25757396382593
A,29,7,0.6,0.618784994400896,60.37683599912235
A,29,7,0.8,0.542970013686699,51.26108152967054
A,29,7,1.2,0.552046783625731,50.654430609822086
A,29,7,1.6,0.5504479283314669,50.09369616156726
A,29,7,2.4,0.552581809132761,50.08433128741806
A,29,7,3.2,0.552581809132761,50.08433128741806
A,29,8,0.0,0.7785354246892708,167.16164938852964
A,29,8,0.1,0.8069346607808145,92.52287880263697
A,29,8,0.2,0.8077768385460693,81.44896843611241
A,29,8,0.4,0.7380451457374534,74.70633297456037
A,29,8,0.6,0.6001283616668233,62.884394690031435
A,29,8,0.8,0.543962305500767,54.38837278440405
A,29,8,1.2,0.54372436680129,53.97236148315692
A,29,8,1.6,0.541736326351711,53.2459009458938
A,29,8,2.4,0.5396950627719859,53.19748491226974
A,29,8,3.2,0.5396950627719859,53.19748491226974
A,29,9,0.0,0.7323016511792396,162.09947996457842
A,29,9,0.1,0.7789614887441769,80.2656975630197
A,29,9,0.2,0.7735713763078949,76.22389225359916
A,29,9,0.4,0.7205116948367114,71.7241249588984
A,29,9,0.6,0.5620375112802126,63.75537757858322
A,29,9,0.8,0.4981780932172386,58.75799130560872
A,29,9,1.2,0.504265749615863,58.42344927287806
A,29,9,1.6,0.5002853588936855,58.287775259409194
A,29,9,2.4,0.5034413794785494,58.26019543543161
A,29,9,3.2,0.5034413794785494,58.26019543543161
A,43,0,0.0,0.7632005675483936,160.3474009580493
A,43,0,0.1,0.7991132056349447,91.13840336392188
A,43,0,0.2,0.8016418364244451,82.14918582789973
A,43,0,0.4,0.7526705178879092,74.0505335907723
A,43,0,0.6,0.6178042971521233,63.65799389634828
A,43,0,0.8,0.5385907570690179,55.38445241742401
A,43,0,1.2,0.5523690078037904,54.79742869475298
A,43,0,1.6,0.5406987939596636,54.418539705043905
A,43,0,2.4,0.5406987939596636,54.418539705043905
A,43,0,3.2,0.5406987939596636,54.418539705043905
A,43,1,0.0,0.7530695911686649,167.81388864350882
A,43,1,0.1,0.7975360657599885,92.62526709062513
A,43,1,0.2,0.7919364499106746,83.15335128844819
A,43,1,0.4,0.7319722833214578,76.40679069489009
A,43,1,0.6,0.5871670952218677,67.12652150062853
A,43,1,0.8,0.5177902041575019,60.22083033134554
A,43,1,1.2,0.5271383871867158,61.20264592509587
A,43,1,1.6,0.5218821318297758,60.87639219270921
A,43,1,2.4,0.5239345498105064,60.870092111607335
A,43,1,3.2,0.5239345498105064,60.870092111607335
A,43,2,0.0,0.7414376937548025,155.62537685208247
A,43,2,0.1,0.7859940118173869,77.32222371280237
A,43,2,0.2,0.794279430857688,65.80158946983533
A,43,2,0.4,0.6839034471794601,57.898855474730006
A,43,2,0.6,0.584155162820275,47.66944247447619
A,43,2,0.8,0.5396412389708805,41.63026161495303
A,43,2,1.2,0.5442251132720384,41.50932073499955
A,43,2,1.6,0.5389417344532471,40.923021737918525
A,43,2,2.4,0.5389417344532471,40.923021737918525
A,43,2,3.2,0.5389417344532471,40.923021737918525
A,43,3,0.0,0.7669245538097997,163.8270198456222
A,43,3,0.1,0.7829771764197994,92.73833146331782
A,43,3,0.2,0.7709291889619758,83.84057709987705
A,43,3,0.4,0.7086897742635448,72.86901042046982
A,43,3,0.6,0.6123371164354772,63.2288987383101
A,43,3,0.8,0.554019972052759,54.872762934722466
A,43,3,1.2,0.5533837746952501,54.31497326387582
A,43,3,1.6,0.5432955023118957,53.89031206046733
A,43,3,2.4,0.5432955023118957,53.89031206046733
A,43,3,3.2,0.5432955023118957,53.89031206046733
A,43,4,0.0,0.7381974248927039,177.42138117532053
A,43,4,0.1,0.7735420348396869,115.45105605506424
A,43,4,0.2,0.7700247871290538,97.3158475249788
A,43,4,0.4,0.7111496178650938,88.67041871755126
A,43,4,0.6,0.5612563402262973,80.81315281082685
A,43,4,0.8,0.5034627389777604,73.77240300077011
A,43,4,1.2,0.4995065525234675,73.30894281772738
A,43,4,1.6,0.5014172270546924,73.11536063524338
