kind,subset,size,auroc,auroc_sd,ms,ms_det
feat,entity_coverage|entity_value_colocation|year_count|conflicting_value_rate,4,0.7571361522596853,0.0012473623045741323,178.7955887506196,154.44521532296466
feat,entity_coverage|entity_value_colocation|conflicting_value_rate,3,0.7569314702867639,0.0025191066314358425,182.37246210863105,158.02378320377855
feat,entity_coverage|entity_value_colocation|year_count,3,0.7569208453283447,0.0023405620594354956,176.69906853358037,152.3522738305952
feat,entity_coverage|conflicting_value_rate,2,0.7563284468109338,0.003185198851865348,181.31607458277304,156.9691805504313
feat,entity_coverage|year_count,2,0.7559761712261804,0.0025704359818521393,174.47143350303594,150.1237464907919
feat,entity_coverage|year_count|conflicting_value_rate,3,0.7557965223205879,0.0023550833042830714,181.8040008928681,157.45673714273886
feat,conflicting_value_rate,1,0.7484778908400399,0.0023160939366024405,195.4624990671904,171.1102593179643
feat,entity_value_colocation|conflicting_value_rate,2,0.7479834003700834,0.0025304218415195057,187.66210898927955,163.31350656704998
feat,entity_value_colocation|year_count|conflicting_value_rate,3,0.7478763952834092,0.002389926903818122,185.8456111175818,161.49952316724057
feat,entity_value_colocation,1,0.7473606041539106,0.002571958300996966,188.29571839718074,163.951152714792
feat,bm25_mean3|conflicting_value_rate,2,0.7465999484679651,0.002034629584236777,197.51387199816395,173.15906421089684
feat,bm25_mean3|year_count|conflicting_value_rate,3,0.745346042689273,0.0032739255035470873,199.35194896476355,175.00606547628774
feat,entity_value_colocation|year_count,2,0.7448935305307576,0.002244378259958982,184.95175975731894,160.6067122262216
feat,year_count|conflicting_value_rate,2,0.7433522970094506,0.0035107973519866937,194.04293935856356,169.6924598876608
feat,bm25_mean3|entity_value_colocation|conflicting_value_rate,3,0.7422411417333933,0.004519945716668195,190.55393645506663,166.19855224680646
feat,bm25_mean3|entity_value_colocation|year_count|conflicting_value_rate,4,0.74145017010082,0.0033554948250245496,188.5760879167562,164.22000280770834
feat,(empty),0,0.7402366949810955,0.001289763838296657,210.97436660495515,186.67551019827846
feat,bm25_mean3|entity_value_colocation,2,0.7395187364615646,0.004580142964343396,188.46230097064745,164.1177118154619
feat,bm25_mean3|year_count,2,0.7389985701833617,0.0019252063714595786,205.0638185506436,180.71104628592283
feat,bm25_mean3,1,0.7385024756801496,0.002087243533950076,204.87250941849803,180.52046862446292
feat,bm25_mean3|entity_value_colocation|year_count,3,0.7381475107320818,0.004580212421824132,191.15560035675216,166.80267999464837
feat,year_count,1,0.7368511615004956,0.0029569187402895204,202.98459814186464,178.64777175712783
pool,factcc+lettuce_v2+granite_guardian_3_1_2b,3,0.7933003646708998,0.0017336722302635004,112.54306017058127,88.18900778163763
pool,lettuce_v2+granite_guardian_3_1_2b,2,0.7548729910117757,0.001775058987854125,189.57317376289913,165.3826614747416
pool,(empty),0,0.7492518072859757,0.0014196232903622716,33.37553120964875,33.22136512419523
pool,factcc+granite_guardian_3_1_2b,2,0.7429985639814756,0.002044064497755969,189.61047745422948,165.41149861676396
pool,granite_guardian_3_1_2b,1,0.7402366949810955,0.001289763838296657,210.69716871941318,186.67551019827846
pool,factcc+lettuce_v2,2,0.6943706213274969,0.002307264091497015,88.8877806228792,64.68935867472598
pool,lettuce_v2,1,0.6121616504684679,0.0048794444479056094,107.03372468144626,83.00875115829048
pool,factcc,1,0.5323734984388162,0.002872234000409934,78.21656788179266,54.19210485507406
