arm,auroc,auroc_sd,d_auroc_vs_reference,ece,brier,aurc,bacc,mcc,ms,p95_ms,n,auprc_unsup,acc,f1_macro,f1_unsup,prec_unsup,rec_unsup,mce,p50_ms,p99_ms,qps,selerr@0.5,selerr@0.6,selerr@0.7,selerr@0.8,selerr@0.9,selerr@1.0
reference,0.7933003646708998,0.0017336722302635004,0.0,0.021613434064069317,0.17262456164577752,0.14904672967725738,0.7195056138344909,0.4588752064804481,112.54205951521507,312.9967593453985,8512.0,0.7838260930145542,0.7379346804511279,0.7228890863645592,0.6586226744423391,0.7443772154934339,0.5917627677100494,0.16355177912543267,60.180915367328836,1014.4543445171488,8.886813690092222,0.15977443609022557,0.1679655374975524,0.17680429674387382,0.20378854625550663,0.23374233128834354,0.26206531954887213
featureset::legacy_A9,0.7901793895539941,0.0026506634772450496,-0.0031209751169056776,0.02137418974957303,0.1731468920761127,0.15104139047439308,0.7160998650244073,0.4658280353763066,107.64271834488247,299.3033828550392,8512.0,0.7829640260166172,0.7399318609022557,0.7195702614319877,0.644255653666729,0.7780507748004781,0.5509060955518946,0.16730247085749572,60.11076709274065,878.3594994527897,9.303244817930356,0.16210056390977443,0.1698453103583317,0.17792883517959046,0.20491923641703375,0.2330766218509333,0.2600681390977443
featureset::legacy_B5,0.7921696142539638,0.002538900430859448,-0.0011307504169359994,0.02111508055019632,0.17263602482069204,0.14876374160369082,0.7155128959763292,0.46981190038362175,111.27143662987764,290.9613052464672,8512.0,0.7843724699914247,0.7411536654135338,0.7188632277868752,0.6398296238276651,0.7911218421109223,0.5377814387699067,0.14955177079234647,66.05533341340264,895.3163188564158,9.017596597306515,0.15965695488721804,0.1675347562169571,0.1773413897280967,0.20453744493392073,0.23352042814254012,0.2588463345864661
control::matched_random,0.6322237651762971,0.0068810818817655345,-0.16107659949460273,0.13545322598504225,0.246641729650515,0.3118254009691572,0.5960369215190788,0.20386222372144144,118.95289373131887,347.09931590082834,8512.0,0.5883105009535999,0.6195136278195489,0.5940214571320557,0.49302019092225907,0.5748204074809489,0.4333058758923668,0.24840312402642312,58.34934088409667,1101.8862360623662,8.408906709564516,0.32711466165413533,0.33025259447816724,0.33162134944612287,0.3533920704845815,0.36835922203367705,0.3804863721804511
control::oracle_heads,0.9906957952340196,0.0005142251268733134,0.1973954305631198,0.01011496495092665,0.028998417671752392,0.005812282898083362,0.9657979121068709,0.9263792275678704,148.66288925754424,361.2032199735237,8512.0,0.9853639836263393,0.9632166353383459,0.962665983070357,0.9581329839399657,0.9338860149986832,0.9836902800658978,0.504165795924378,111.60039646921243,1172.4643240448854,6.7268646224962465,0.003359962406015027,0.0028196592911689964,0.0030379321920107174,0.004596182085168876,0.013444720010442491,0.03678336466165415
control::oracle_heads_beta0,0.9931283666374613,0.00047636542993008787,0.19982800196656147,0.009138764771287559,0.02246954143677281,0.00442980159924068,0.9774282018928157,0.9500630303703492,162.29149118722586,381.0988926932452,8512.0,0.9885415534711333,0.9750234962406015,0.9746309367394014,0.9714753161232703,0.9498637669904084,0.9940966501922022,0.8345033458404509,125.95484743020536,1203.7708166730304,6.161755050470051,0.003171992481203001,0.0026434305854709295,0.002316213494461217,0.0026431718061674216,0.00845842579297742,0.024976503759398506
