kind,item,shapley_auroc,solo_auroc,leave_one_out_auroc,shapley_share
feat,structured_source_line_ratio,0.016935960839680415,0.7878488818672709,0.7923035015345119,0.6337880559726959
feat,entity_coverage,0.0026663756088580854,0.7938167150997575,0.8220289236066062,0.09978276577445538
feat,bm25_mean3,0.0026578881769039296,0.7685619868934047,0.8076672587329782,0.09946514381905847
feat,conflicting_value_rate,0.0025790496551127435,0.7958694285201443,0.822454258380494,0.0965147996410815
feat,entity_value_colocation,0.001139136029690842,0.7876293925139396,0.8217475294530983,0.04262945672705262
feat,year_count,0.0007433946844666453,0.7946479425217279,0.823591393108685,0.027819778065656043
pool,granite_guardian_3_1_2b,0.12678294435686555,0.7958342949148508,0.6583035482262314,4.887721640852381
pool,lettuce_v2,-0.04222803891333831,0.5995127986978368,0.8000040185496251,-1.6279705499385904
pool,factcc,-0.05861583737197568,0.5708926499961919,0.804159466765255,-2.2597510909137903
