fit_group_fraction,val_head_loss,eval_auroc,auroc_sd
0.05,0.017293288525617005,0.7902422726161102,0.014048513632508914
0.1,0.01642957744904276,0.7900909646547511,0.021651526990979563
0.2,0.014115229595164844,0.8068475894251674,0.01115340986254122
0.35,0.013695132946483866,0.808914367769242,0.00530196146762706
0.5,0.013849070140569672,0.8132042651737563,0.009837664973943575
0.75,0.013116985823285247,0.817730357616472,0.00785123231366654
1.0,0.013290247177055172,0.8225560999095635,0.004736921283365409
