n_trees,val_head_loss,eval_auroc,auroc_sd,n_fits
1,0.014153577517547606,0.8066692997734686,0.012458390218424795,10
2,0.013746824742487937,0.8124948189413763,0.009726624551711461,10
5,0.013501667668553364,0.8163320171626515,0.005802119687992346,10
10,0.013414191008055793,0.8197257014569731,0.009975239328139571,10
25,0.013341268433700131,0.8224005820390733,0.0071063415669805775,10
50,0.013307053742002342,0.825920219160215,0.001960693538276188,10
100,0.013301789942863778,0.8259517552067965,0.0029593037249650814,10
200,0.013290247177055172,0.8260844630241767,0.002610087670442839,10
